,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_66,56.37262386,2.70013809,55.58323207,4.90363254,2.83848457,55.00353098,3.77524201,3.30066853,52.75502944,54.19474348,9.91346104,51.5710211,3.59861832,54.96319636,53.22235224,1.86964957,1.75084817,54.40812522,4.21226275,53.83102329,54.44947672,2.5888876,4.54677085,14.78348581,5.35527396,54.60605964,9.90541399,56.13269195,2.49882053,4.16718655,66.29346566,6.60444867,9.80177275,3.08977346,6.50360597,1.96176678,54.37841826,3.14880841,55.67987716,53.41928415,56.49427297,2.85148453,7.77109736,57.43463116,54.018489,58.84763439,29.4795911,5.27327974,53.0036787,54.08618167,3.68116932,7.05352339,1.60593066,2.04248735,56.05294343,4.90707671,?,2.91903961,0.76149625,5.48066638,4.64359946,4.67732538,50.25861621,4.23329428,3.81840843,53.51381328,1.97812217,2.81567386,3.52006867,41.05093061,0.91404228,1.52597388,3.24854657,52.8614592,5.16949236,64.10699269,57.58719566,5.9626826,2.97240904,1.31717469,2.15999209,3.25738024,1.03939637,20.07820885,3.07094084,3.84300113,3.2495428,53.66299218,3.73884026,56.92826055,56.34149968,2.05573996,5.51471084,11.76076468,6.60877152,8.90662641,4.00988466,2.28251424,3.68745735,3.87368618,54.71692577,60.68145854,12.76536953,3.7533356,56.02464794,56.50035412,3.21604777,52.55542007,1.14176977,9.75367161,3.08166755,7.89490276,55.62872176,1.07988033,8.83051836,4.27701724,5.10409943,2.75115245,55.17464279,1.50350547,29.23547096,5.81979321,53.26992406,4.53527138,4.19782562,7.24936044,4.55872023,5.40821308,54.25222393,53.76083567,25.60555475,5.15951231,1.64744626,52.78361608,53.64111085,1.55457478,2.12614966,54.23665883,6.57047862,57.43463116,2.12874814,9.07331277,55.0395576,3.5222291,3.08820954,1.29773878,4.18226847,3.95204733,5.50167327,5.57291973,3.38033927,54.45195617,8.403446,28.90243993,54.99776217,0.78083334,4.51231793,55.14765688,2.73424983,4.13988529,5.12018605,5.08196154,55.41721826,56.63153918,2.22419161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_65,47.48753912,47.76222937,4.75869612,4.39275273,50.72158723,40.79807245,3.89552303,47.49674919,2.53095319,4.35034434,47.33550344,5.16137,49.78356704,4.48648961,4.158803,40.85569566,5.65422276,1.46737695,49.88101947,10.41119299,44.21163623,2.01273337,54.36913345,4.82978549,48.94858757,1.91689221,53.43179393,7.14797726,2.26693107,49.96780744,49.39678818,43.00144113,4.48539371,50.14185974,45.74730627,6.79529774,11.69484678,46.95458983,54.72537281,35.77884668,14.81491908,47.97181582,7.0276285,2.58338259,34.17452989,39.49103134,2.82479583,2.5106256,1.83265069,7.67343048,11.20190669,15.24850075,54.70031711,4.4762968,4.32594328,5.47969584,2.794708,51.5009005,51.45709647,41.60389295,48.09584108,21.77043041,9.06125423,3.28600163,51.350052,56.41172875,48.39878232,56.53132708,45.31307262,56.0876679,51.27494278,46.15264139,49.73194292,3.78532761,2.55058796,46.91368901,5.47015569,47.83076223,19.61246775,44.16228733,46.87671221,47.61537167,49.54617799,48.27466652,48.81618888,40.78474164,3.78269618,4.97527697,51.12473959,46.8446955,49.72508082,2.73253795,48.54622858,50.90875566,52.44646032,4.09457174,5.45509351,48.32539164,49.19978495,2.23615916,4.16013519,51.06217623,4.62539119,2.44324939,47.84365683,2.7968903,2.87019035,42.41658376,51.1275397,11.57801001,9.46795376,47.48455357,4.83539576,53.09698213,64.07597217,6.42189191,1.63956712,49.87465652,3.23650578,40.98707134,37.61754613,50.82321446,13.34102017,12.59213515,4.32411076,3.01049686,51.31000812,7.58931673,1.8537578,47.45514619,1.98644881,5.61362224,3.16918866,3.70832815,48.33678943,16.06370781,41.15790204,51.81332855,20.8973193,5.63092433,5.79919127,49.25502617,46.52867834,48.06543028,53.27190393,2.47670661,46.42715679,45.56954286,49.62745441,48.92156942,50.05829984,45.4971936,4.46807241,3.6658999,45.74478304,2.56936118,17.9580059,4.46929957,3.23267772,53.34148787,50.12006689,48.29819467,47.97974882,3.20284729,3.96002968,11.13833615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_64,3.15249122,1.98899708,3.89549126,7.24726547,4.53054365,42.65724846,57.34941396,5.36913631,44.99790042,3.07534797,5.4945453,45.844349,11.43372381,4.3821802,9.63061984,4.43954961,3.24862488,44.2378691,4.14903188,17.41219859,14.82142479,45.27752007,3.09140374,8.71353407,3.24214268,45.23882865,54.29449546,45.68806041,4.62947962,2.78518955,3.84516932,42.175765,2.32461418,5.1386455,15.07935887,2.11450105,6.21197146,4.93099568,53.39316374,47.03879072,3.53576748,3.36610461,12.89914355,6.04820438,2.83980287,2.92699614,11.94478898,10.72353293,45.13771171,49.2362328,3.30275036,51.52569138,5.76138885,44.32780504,54.97209165,3.66570074,6.39002982,1.53752724,2.65477956,2.2078137,2.36900777,2.36261001,47.47925966,8.93840432,2.65474458,55.8797016,3.1804173,58.77029262,0.95154032,54.29689654,3.24873405,5.13772272,2.45745399,54.01439142,48.81673343,1.46543089,46.63516679,5.22403454,3.61230684,2.15155133,2.51751997,46.80220675,3.73650691,48.31397758,3.15856467,4.74730566,3.4567189,17.14455443,2.75584404,3.63713599,3.47919807,9.8495375,3.76718756,10.96979021,5.80971792,48.66853927,8.21130307,1.57050486,1.74942632,57.181683,45.03103806,7.86521379,35.54091678,10.1640942,4.82686159,10.02992007,5.34632138,4.16395784,2.02120119,34.64829878,53.52542177,2.1968098,3.73173971,5.9414413,4.77394139,5.68932369,8.29306539,1.04031889,16.20319037,2.13490872,19.85833038,12.68848654,12.14693917,7.24726547,56.96485187,46.27076112,2.6355359,3.19096845,47.04007781,4.59239784,38.51294137,36.16231976,3.10022503,3.24619214,12.49276365,3.87224974,3.56697779,5.69555399,7.94603464,6.04820438,36.52706452,2.37650663,11.19735441,1.75561712,2.93672147,47.91376687,3.72288028,5.29546764,46.55359448,5.90365126,4.53582911,6.47311927,7.61445529,54.42036287,13.20567345,2.38475278,45.98219377,3.96038619,8.87890244,5.01861341,2.6355359,2.43701286,8.49965804,3.00823213,3.02739823,1.76708854,48.7891149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_63,38.48882264,43.38004919,51.93491166,50.42287176,45.54238501,46.92083323,19.82311106,?,47.58541656,47.62519198,49.71520476,49.8095739,4.75173872,39.57378727,3.11899913,5.42574971,4.9281216,47.26651476,3.13325243,2.10189971,2.31985574,3.55730013,35.90314064,50.38217052,4.09597461,46.80262952,28.75817616,50.68814249,5.77060956,6.53125592,5.23051189,51.34432908,2.67098095,50.75019024,4.34094538,45.69424211,4.18948002,2.27776416,34.61969471,1.79265824,9.5606741,4.2214073,2.88200356,53.72548876,38.581563,41.22777093,4.59209166,26.02391658,7.36479315,46.82132169,2.52521864,19.26935879,6.24146251,4.6889261,20.93820074,48.25251092,6.07037185,53.14089065,3.26201092,7.72805852,4.21090529,11.49217518,50.0556612,47.38821408,44.69600575,1.70241393,8.95340262,31.61702745,45.91589136,37.74720644,4.43511435,4.54913258,51.56128825,40.13919246,2.11027227,4.79405835,49.46889727,5.85433965,44.95265349,2.70569442,5.22361163,2.15141772,3.07398435,4.53283949,3.44890225,3.71676897,4.44373109,3.83196497,5.07577923,41.31138317,21.06314715,5.38188617,1.21153317,8.28870761,14.14182858,1.45730821,49.02130621,2.47433777,50.90803218,6.52352957,19.9084154,45.27879348,47.08465198,1.01932539,46.57872734,20.09369573,3.20670298,2.85023184,8.37474766,1.59859379,4.41570565,32.43277834,53.70258448,4.36156516,5.66359483,3.63622115,6.06988242,46.40453604,6.25200665,4.58454606,26.01515571,3.07594047,3.99083607,50.42287176,34.46919788,48.15279187,72.82775603,3.30373358,81.01216929,35.15409818,1.85465707,4.02492981,3.56551791,44.58452313,2.05000405,6.06274379,5.27751494,9.78076198,52.44971712,53.72548876,3.23817193,2.74212778,39.93944427,6.67935585,50.39725264,4.6889261,1.02954383,5.12193274,10.44568421,7.36384542,50.35079313,43.08838537,51.39268068,6.60810996,2.41269447,2.15741277,1.45866084,41.3197682,6.40423426,35.13420775,72.82775603,5.22583859,2.57316248,39.04972615,45.51876953,5.70946992,5.64345633,46.14896391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_62,23.8286578,1.78694431,8.89730935,54.47088648,1.98630618,5.27135548,2.82510469,3.14306676,48.24282486,50.11638235,4.69321484,44.54389955,3.30635344,45.74959847,2.04152478,2.3739256,1.27633444,4.18173635,2.41007774,3.86697252,3.87409837,1.37374747,5.25424385,7.08281217,2.216345,47.16466098,50.96878062,48.86039726,1.81125029,2.4853458,45.60784633,3.34951714,7.4038216,3.60570858,5.36005506,5.36910396,33.15112009,1.15011253,49.79325639,15.09378685,3.48564979,1.65967766,6.17200958,49.7776321,10.36009239,3.13443734,47.6419244,4.84960884,49.4741105,49.41082757,4.40986367,47.77543518,3.10788822,2.3942007,51.3024223,45.82961291,4.79632365,3.55441927,2.04588069,13.51222413,19.86741194,1.37455843,50.84062396,4.50173628,1.95710446,52.29002148,2.07119694,2.64778598,3.36743198,53.10431496,2.12532312,2.36948949,4.08633071,52.27088013,4.22573944,3.8849706,2.4374618,2.27119036,3.74040677,2.53458742,1.44420003,3.63347363,2.56399575,14.30522997,3.79058198,3.74972734,1.23042537,3.27175623,4.05557415,5.83482759,4.4745546,1.9949931,4.92228432,11.02210099,5.27255496,7.83390057,48.63026891,2.42887586,3.43860731,55.23614034,21.02827438,50.66157027,13.77143402,3.330598,6.76982755,16.90468095,1.47922993,7.73562576,2.11943809,4.68645943,4.5367021,6.58191181,22.76017802,1.94363769,2.72948785,2.60912915,3.12139837,2.43659823,2.19242039,1.73321765,4.88989559,8.47814234,3.29795125,55.36103285,3.85736507,49.13692151,4.08764046,1.92490234,48.24494047,23.58629844,42.26739675,6.37826401,2.19168077,46.59206696,47.73624836,0.54166883,2.26982504,14.36807723,49.98063792,49.7776321,1.90563067,2.63377813,36.25173374,2.4613576,1.50793711,2.76376243,7.98070346,1.68741123,39.33831043,4.16657007,2.09471013,18.8817049,8.59624108,53.10233953,9.62253198,2.34172414,5.50740275,47.30980632,1.6537863,4.55883366,4.18179118,2.55675867,9.35987437,2.79197637,2.06747198,2.00004472,45.36147952,2.37536036,4.59118071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_61,12.99670744,4.18093986,48.93499813,8.93866204,4.85108441,11.20321119,5.43580627,3.1812144,47.42908504,14.13850397,47.15900135,47.46117858,3.70107156,17.31079037,4.56665369,3.01898331,2.02470738,83.48320999,2.57885672,1.66465705,2.2939095,2.95684668,7.1433148,6.89876468,1.43756412,47.44865775,27.42210051,45.73311162,47.00798376,2.17978692,6.4360365,5.74462485,4.63093494,6.80465073,2.36160538,48.26203405,5.98150545,2.22939067,18.74533537,6.26337622,7.39865118,1.26167795,12.52578461,51.34870447,2.89295089,35.72637311,3.41759853,36.42081304,47.41070203,49.65475619,53.27763692,52.32384837,4.99935227,4.95774828,46.29421289,46.93225465,44.5748439,6.66952692,3.95038042,4.33341687,8.3986073,2.84275699,56.55797028,50.57994089,1.09079224,26.02218975,2.55944172,56.20711384,5.18494528,21.76542882,6.43718521,2.6140127,15.48997279,38.32345616,4.32909333,1.39629675,47.39660332,1.97689075,8.62546275,2.35072285,6.24720521,45.34953055,2.64175809,4.16570545,1.85491471,3.32217927,4.35682058,1.2264705,5.76699358,4.78694916,4.0173078,57.68343387,2.6203542,2.25796156,5.60043318,1.32526525,49.31960136,5.35668316,6.65452108,52.54864319,8.58759343,4.70561739,40.21445859,1.68354812,6.25975072,7.94042651,2.70078596,3.73521193,6.518665,4.62339364,3.637371,7.97512192,52.335827,3.34728518,3.05771468,46.02488369,47.72133756,7.85620703,5.74897782,37.46078041,4.76618871,1.58249941,6.35749162,53.60020539,55.42130376,48.83539506,1.23831087,4.14217178,9.08657921,1.13928959,4.49793204,46.7133177,3.31317831,43.33679188,2.4313081,8.34297599,45.36478783,5.78534216,51.0792417,51.34870447,7.4313713,1.48128505,19.70630509,2.75390942,5.26088835,5.41273993,1.25527299,4.04921648,9.14033976,40.75975515,6.24230356,10.6563363,48.32102347,27.66725456,1.93185727,1.88191734,8.64649755,44.58446219,4.03924212,10.37088719,2.07202421,7.49761677,2.9699276,47.70572633,9.80583057,4.51224949,48.2151285,2.22912459,2.32722279,2.98751273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_60,4.10538982,5.47135631,48.85271266,53.50635109,4.66073458,10.78997057,50.97185986,11.90329593,48.25244927,51.72916267,8.67355105,6.73474788,5.00695074,50.20658574,2.29320241,6.36602935,5.06328703,3.75327393,13.76048643,5.21143237,35.57995915,9.89844738,8.25582528,48.50249925,13.4254602,47.92300503,8.36317448,47.25790963,3.11484905,6.59287838,8.74112861,48.85205128,13.58232395,46.88409356,31.50300488,47.3993911,4.54100506,6.67553423,3.92293276,4.73372553,3.94064522,6.97452432,3.28158681,50.36974409,40.63996116,37.21529185,41.87624923,44.06805366,48.85678264,46.31898882,6.41019305,4.00224015,6.24087598,9.89097173,5.36142072,40.74809503,44.4267867,50.12923846,11.76342613,7.96975422,7.25979598,10.10920303,49.68167706,48.00547284,7.61120821,6.75596739,10.5908276,7.99387963,43.11372929,7.33431821,9.07995408,7.90487315,50.92649773,6.91231572,6.32307626,9.06714332,9.80226663,7.36972258,5.0789839,5.46608473,47.13672944,5.74354607,11.71957805,4.75371652,7.14839608,10.94183532,14.72849854,18.85485534,7.18888807,9.56793519,13.83914938,53.65261109,5.65175463,1.89111803,4.00755008,5.20812987,50.08160048,9.2418621,48.56031596,7.6479551,1.88461895,11.81663367,37.25547235,4.39456433,47.0505553,4.01840133,9.45444111,3.68887779,4.68652249,3.73089909,11.32530161,3.5509423,52.31023599,15.10708907,10.1686173,12.25567295,50.08996264,14.09235549,2.39818448,16.56720925,40.66848817,3.63319752,3.89400805,56.4744389,50.56644569,46.32849053,15.82873367,10.02396038,3.69357171,5.81550015,9.23085486,42.81265999,10.57875726,47.97027269,4.08223272,2.73838738,29.74905071,2.90755327,52.14444376,50.69215948,3.59269874,11.67918631,4.95232717,13.77778409,24.19578754,13.56483881,7.25368551,6.34131594,6.13518632,44.41172727,47.04737311,44.41480564,6.59036177,5.68838887,4.73722626,8.10350801,47.12798345,48.4544519,5.6360403,8.16889837,8.07109376,8.48230424,5.01176963,48.59326518,5.75782566,53.33370064,48.14415057,15.69743449,5.9700087,12.21334563,10.56008237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_59,8.83367384,5.06777764,47.19707569,51.30247312,46.11985722,45.93110986,5.82977948,37.62314138,5.60205212,48.96316021,19.67551073,48.98272115,4.46717713,46.73556933,44.86454987,4.67048392,33.11125245,47.90081597,47.12210658,3.45312906,1.16971087,3.56274207,54.81480829,51.47208247,2.19894313,46.95418025,3.92323618,47.09471743,14.11919868,5.8764487,2.29496003,3.41558433,5.21192391,5.26379856,1.95819628,49.13680895,52.68416472,5.13018516,54.54200424,20.0956354,18.6252644,36.09804675,2.7538038,45.60573534,14.91043899,16.75437631,43.34278157,6.11033696,3.48051507,49.63060358,53.0703466,8.56869899,7.00308894,6.62121474,54.51938345,44.86567792,5.91387274,46.64715117,8.86674401,7.83382387,6.48850354,39.16795048,48.12120671,4.59305166,48.0907791,57.1260968,3.48205628,56.09905793,5.45710746,11.87681202,11.17208391,6.3100531,2.02409906,55.78402457,43.39605,3.37804732,3.14399164,2.71187261,52.04317652,5.67665824,4.08124664,45.62055876,46.22592973,2.30308396,7.98616398,4.11946954,6.88460136,2.54471763,22.82610137,3.48785626,3.51812383,52.76331081,5.48200929,3.15228952,50.3216249,4.09607534,47.23008251,4.30495764,45.84858713,57.12658633,49.27795673,48.70116721,36.54592908,1.70902527,4.46660631,5.64036515,2.80666576,5.93917282,47.63403622,44.73650767,48.54428706,5.79357283,50.82973536,6.39615277,2.52979938,3.35410439,48.3313545,5.73708363,2.42940832,4.40409631,6.37560707,48.07744038,7.93678039,4.15044945,3.1906889,47.82039371,42.3330556,3.72334941,48.46142441,2.96654533,2.76107472,3.29480308,4.27098061,10.69725441,1.63599004,47.82703846,5.68823759,47.36099829,49.46525936,45.28882938,49.32555483,19.36194372,9.23974752,11.9688135,41.79197843,49.2456645,21.58265733,5.65305449,41.82556279,3.86271642,40.642766,2.08572593,47.86296629,55.82262142,2.56815682,6.55995605,49.6241222,3.32642993,3.84117717,54.6113223,36.46875902,6.12538498,5.98414316,40.83978405,41.26630964,60.11890494,47.08566398,14.42509048,4.37334503,9.96763099,2.95439333,40.54011451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_58,8.6394175,8.49211023,49.16004252,12.08590037,2.7140889,3.29975078,52.53950977,3.2379909,44.46434086,50.39815972,50.20210603,3.34069893,5.53005464,41.70126028,8.5383429,1.4169633,3.02580743,4.00237396,5.24153203,43.63240828,3.13136824,2.15382497,36.54884952,47.20231262,8.48324671,43.87935805,36.49157154,49.79462491,3.49484249,4.34455817,48.96492623,49.48023127,3.87855392,1.8360188,5.61153825,30.58317813,12.5645396,1.53778917,34.86577219,4.79362072,44.29631333,4.09421755,48.55072445,48.98256934,7.84836837,46.47535186,3.21817655,33.36828006,49.06659233,45.38558404,5.33184795,6.52456936,2.1230369,2.45832869,46.84586198,3.48421794,2.48774127,2.39699807,1.44622292,4.29446802,2.70287677,6.28251602,48.05119065,45.89158016,6.04817285,41.58797062,2.2075685,8.25594001,46.19520753,2.60415356,0.95527995,1.20799391,48.69768675,45.31603237,6.43427119,2.35268702,2.99539584,34.05506633,7.446213,1.95112762,50.46072145,2.63922605,0.39423316,10.43102109,2.76258384,2.82731811,2.30613332,4.34825079,5.68446888,45.0126095,42.1211258,1.72884437,3.35715268,8.03692776,13.90289856,4.25950391,4.061014,2.83558883,5.34641012,2.34488275,15.44213142,3.68317977,47.93729838,2.97212638,44.98502977,43.08099925,2.30428732,2.58639833,1.02370585,46.70208048,1.83509393,4.44485972,51.34751163,1.23519329,43.68208124,5.67777611,49.63750879,51.15839158,47.31261322,2.65328194,4.00367189,2.93515665,8.00335469,10.0819954,53.35656444,41.83166096,5.84897581,10.04723224,7.11018581,38.1643302,0.9742325,33.50012919,1.47281569,38.57655484,5.79233837,2.77902371,7.89132999,5.80150221,6.46528692,48.98256934,1.99363704,4.9541044,41.10109899,3.26829482,4.67257977,1.18691927,3.03098199,8.02699751,2.21512612,7.14142059,6.39250458,44.39112158,50.49510907,0.80006195,2.52875479,1.44876501,2.2612633,44.4810597,2.05425748,29.07375493,6.2460326,41.93606732,2.54297815,46.88618753,1.54999228,0.97203814,7.34144192,4.53714643,2.93698769,3.44042853,3.96627794,10.01947664,44.61579135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_57,5.17635134,9.64836583,50.46193703,4.84803012,45.91312396,42.09857107,57.14088259,39.07502786,4.64729095,6.67685313,49.16372308,5.07397106,19.91774204,4.40814503,3.9007439,4.76272397,46.28432807,51.14241833,44.86348663,3.67207383,3.43692937,46.56354416,4.09227223,4.36288702,3.27230715,44.0525482,5.31624931,49.25457938,49.44402144,2.48188572,43.39564835,49.06882124,7.2174908,45.42548344,1.20533287,9.72741715,2.28178175,4.22342335,3.64248374,45.83294334,3.69728513,4.03693036,14.36510112,51.80448469,4.63338404,13.54703085,1.2936791,5.01598079,44.001092,51.01175658,3.66891796,52.69229167,4.19082402,45.6756657,4.69711935,43.03073355,7.59879107,50.00108927,36.87266282,6.15292198,12.89067218,4.10202429,50.06673074,2.493212,7.9096491,1.44499775,3.61505075,11.26742208,14.25636344,8.9928089,46.51385351,5.61926848,46.50720725,5.47165775,42.1643982,3.2998314,50.17073278,2.03302187,50.68647549,7.69825414,48.95072523,16.96166621,7.03718665,48.15863618,13.29703653,5.88196879,12.001537,1.74960391,13.69372563,2.36693855,2.64292879,4.22811736,12.32650332,3.83561617,75.76450878,3.14685769,41.87918659,16.73724187,45.20016177,8.06235305,48.09340672,7.59666254,44.28695026,0.83080384,9.08949201,5.7269786,3.95203036,4.69465604,20.50056915,35.37473709,55.39102551,1.87617211,52.78800292,48.97695508,10.00931521,47.4217492,44.92187581,19.19843982,9.73137428,26.32138723,2.32856567,2.40006923,8.57417731,4.84803012,57.20350772,2.5942249,7.35715313,23.21000683,49.29644047,1.41415328,3.18721872,2.73246486,11.03425914,8.8911105,2.04808265,34.73950022,46.50650269,11.1367502,50.94099325,51.80448469,28.63869234,4.74606075,2.56582437,4.8593548,48.85423911,47.59752186,2.64054815,46.09781604,45.81680427,13.06443131,3.42782286,7.30968187,50.66201435,4.54696715,0.75179329,13.68403462,11.28056505,3.21142117,2.52598972,3.41479565,7.35715313,11.61864388,2.78957162,2.90353847,43.3718195,17.73373987,44.33239762,12.67602383,34.42961811,35.76603366,1.3956612,4.47715897,3.10801739,8.2963044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_56,48.31336709,1.94389529,49.45633327,5.01784257,2.2686018,48.90579342,3.42225764,4.54265804,46.50321156,17.26059079,4.03150561,51.05486682,4.79331971,42.68459879,50.30065884,3.8882851,3.78072197,47.36336434,5.32652086,46.19716084,2.58615075,5.36362092,8.87651932,7.79751431,2.269602,49.98339372,51.25498383,4.05471957,4.08413304,2.93852244,2.6963837,2.5517269,47.17330888,4.10170023,3.97092286,4.19357628,49.1055725,2.25110044,50.74979366,49.22039259,48.78568496,3.49021597,9.63241876,4.6850131,3.05536005,49.67372084,46.17393873,44.40897924,23.75518538,48.95948832,55.1259559,50.81904316,3.72006242,5.17187191,53.42785058,43.59410795,47.07408888,2.21806638,1.87266977,?,50.30788275,1.13548341,21.57828773,13.36068627,1.90665736,53.16430604,2.06494342,60.30821139,2.39521174,3.87664526,3.20763002,3.41178855,1.11840068,54.13927701,51.2958821,1.2661272,53.27752686,2.11009001,4.63556358,2.17231588,0.000001,51.70409796,12.7853639,14.32411948,2.74150982,2.30179149,1.64101875,2.58637493,6.00075726,8.99065167,4.50607671,53.98834881,7.1211036,3.69370172,3.00654792,47.79276173,47.99534121,2.7831565,4.0512206,56.85558934,10.34889808,2.02222498,49.79463039,3.98776541,7.47949123,45.18173521,1.56097881,3.85255844,3.94270702,5.64796912,2.72804163,48.38220131,13.25794547,2.70085116,2.16891007,3.6065222,47.37183078,2.60720076,10.85333452,0.92856314,5.60776512,4.16167891,50.48473595,3.27931086,46.08476814,49.9012904,3.58116666,2.47760344,46.2033743,4.38762058,50.86687475,4.66710372,3.29563462,19.19692165,2.64292789,4.04838853,3.02571477,47.9052239,5.27768059,4.6850131,49.80342239,9.01009782,48.54765813,2.07349177,2.25561005,52.81481726,46.99399081,2.37479046,48.07292592,5.60654452,1.22922726,43.68292511,15.75759013,54.31524646,47.4361679,1.90563067,5.92471528,3.527676,2.3155747,3.60519303,4.05036647,4.9003708,48.28953711,40.53573421,52.66387272,2.15999209,47.51178398,1.76120588,51.03015722,1.44420003,2.16392482,47.96832408,3.13270152,49.94420381,48.91373853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
