,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_70,11.05008015,34.52981864,38.61640349,47.08333592,17.31955365,9.17928805,5.11215184,10.91978274,5.72858416,13.00625309,6.62375155,5.23799596,5.95642341,49.11439952,3.34333276,47.73689648,20.36217785,3.61895767,53.53648954,6.37031703,52.0013399,9.07126195,10.20694775,8.77043646,44.70627996,5.23211042,6.74125069,23.22421823,48.57574481,1.96435091,48.53486017,3.05602997,2.47836762,5.48525743,2.12170172,6.66164292,13.20744584,7.13922897,7.67604885,10.87825704,10.87825704,7.94571475,5.95505195,1.27773064,15.13641454,3.8076596,3.75108362,3.46683869,6.7177065,3.26538736,4.64655151,3.17395273,4.26001718,3.17395273,1.80304521,7.31237864,7.73053209,3.91172674,3.91172674,3.51654381,3.83570677,8.97643584,19.2563033,4.73726147,3.62494396,5.07333743,19.72938685,7.34040477,2.23970944,3.14530584,14.49278853,3.87862551,1.99994959,1.53862683,4.12748279,3.02734406,5.45103609,4.4459033,5.28427106,5.53460713,4.31896996,7.78009264,6.03008183,7.44183179,48.51189239,4.93564653,3.88039345,4.41065909,12.027798,7.14098138,3.46011728,4.54502843,1.95929494,5.53637615,2.22630757,2.88774469,2.72490712,2.6030351,2.52940512,3.13834122,5.75777247,3.20680016,2.7932177,4.58081278,3.15035669,7.77673701,3.15035669,3.15035669,3.15035669,3.80278939,11.66398155,8.36222008,2.64390929,7.46272527,4.23910856,2.16622461,35.23138857,8.33994215,19.3258267,14.98609863,8.09525894,44.46048435,2.4227692,46.56777185,45.69241164,40.20592736,37.24009255,22.26497124,49.96183677,48.28471067,5.96504815,2.1292098,46.45732664,2.47829271,4.8436739,43.10778208,3.34119508,4.88455975,4.86696857,45.61129907,1.85677708,1.5245202,3.05921525,0.000001,2.66880036,2.41422507,3.01158143,4.23910856,2.50145549,46.75140402,2.68643412,10.70041468,5.17884304,2.07616527,2.92721345,5.23230898,3.68315723,1.34162494,2.46420242,1.35925706,1.17071682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_69,4.93827465,56.75907711,56.12587423,55.54504175,54.34251116,57.99034882,50.80332566,56.82018683,5.10423749,52.77706962,59.09584333,10.5162467,5.31984623,55.55581018,1.47864952,4.10081618,36.83470783,49.53831057,3.2557904,7.86850142,58.95522047,51.74313933,14.28025357,54.23827146,53.92126937,4.82996917,55.15758623,4.48797874,47.82991143,1.45868464,58.09908979,2.43030397,1.65226606,2.99816704,1.8243846,58.30221153,48.91690604,47.03913792,47.29916807,8.10860745,8.10860745,3.14209904,2.49514059,4.81453469,5.01742861,3.34431896,56.6950286,58.21567276,3.33536693,2.56869017,57.52683188,4.25768688,63.27375473,5.63037984,2.61669295,3.45737657,57.18258275,3.73395832,3.73395832,56.99580707,2.74133814,5.28649366,3.37374092,1.36545821,1.64855774,2.02464903,5.71450137,2.52124414,1.74252559,1.06166944,52.6465207,2.99558526,2.44777243,3.71181997,1.55504368,6.99210594,2.48569818,3.03856223,2.55613258,2.55724841,2.91609909,3.19701751,3.03856223,53.49673726,14.49051143,56.5673684,56.50254303,56.52972666,3.75289802,58.0891402,56.94924642,57.57840662,3.2024528,52.9784988,1.3752308,3.00658996,1.95295148,1.92337533,3.72450157,54.17442402,61.34044262,54.54381473,3.35124969,3.22961505,3.05231014,7.58251997,3.05231014,3.05231014,3.05231014,1.90524522,58.04511467,58.71562643,1.92032858,57.10122665,62.65775741,1.55940132,4.10081618,36.83470783,2.01893587,56.21779024,5.3576825,3.15376213,2.35063769,4.3961863,57.1887732,58.44081927,4.10081618,2.01893587,54.58190455,58.50774103,5.35795881,1.82608833,6.52577578,1.60398755,2.64538014,9.57447732,55.98848914,3.85619014,3.92477038,58.11598082,2.24530161,3.6714416,2.75135052,5.43862121,3.36331215,1.85252869,5.94328302,62.65775741,55.25800864,49.56923146,1.12398064,3.75289802,10.37245253,2.04802887,1.88795299,2.45544144,8.34142474,1.33013516,57.67853984,1.41796556,1.35725434,1.77975482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_68,3.73587862,55.54869496,55.86526055,54.88952182,23.61495063,54.61938509,4.53060238,7.41952349,6.7511622,49.54199671,55.75182538,3.17742168,53.93012535,55.94254893,3.28695285,3.99257675,3.99257675,10.19021117,55.5703081,9.92831251,57.41537575,7.05438992,3.75977213,55.81893509,57.49321707,8.58933487,55.37153798,1.59448814,5.43555314,2.20317015,56.95802187,3.67456878,3.00815909,5.27481487,3.38247108,58.95383648,52.09100894,22.8436437,23.14879751,11.20284206,11.20284206,12.01252536,7.03338354,2.36123229,4.00224455,5.06957338,57.61968336,53.74141936,4.92753594,3.39108104,50.82964342,11.97615799,11.75676425,11.97615799,54.57862536,2.52254949,57.59265968,10.59436297,10.59436297,53.92318011,3.09328511,9.8110212,2.49399265,5.69278623,5.03645916,3.82977563,3.77109481,1.57019157,1.91213723,1.3069626,55.04888466,2.78971238,1.82508896,2.23555942,1.62723494,2.90665468,2.20194628,4.13398832,4.68386322,4.40643121,4.41933406,4.37491036,3.96948631,2.672874,1.36737214,1.78351916,2.15522504,1.55496708,3.00507982,6.02895366,54.18467109,7.36522828,3.43273441,3.83386849,1.33702253,4.63285883,3.79506982,2.80188066,5.922579,32.43148478,3.6744603,6.63370949,10.04193452,11.45918177,11.9406248,2.62627184,11.9406248,11.9406248,11.9406248,3.22114858,8.58971319,56.68682694,1.92766684,4.59398258,51.21375315,2.5674627,3.50704021,3.50704021,3.50704021,53.31238819,3.53632729,2.41364819,1.03649827,3.55146378,57.17267461,9.99389365,3.17333829,3.17333829,57.83787425,55.33941705,59.38543329,1.14953737,4.03382288,3.46975589,2.84951102,4.39659672,57.88475886,3.51488547,59.11906195,55.08379298,4.75486496,1.77324726,1.44180512,3.04396178,1.16120095,2.77393339,2.626732,51.21375315,44.57803284,5.41506414,1.89565779,2.99179472,4.33312416,2.22393418,5.04993943,2.62913966,48.98922422,2.88505324,54.69264631,1.64817931,0.60033306,3.13783695,1.73096633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_67,3.99664142,55.76740187,55.94051123,48.87203584,3.12125836,54.65215534,26.16663835,51.87280056,2.67587583,51.37412636,57.68471172,2.71177679,6.44693018,54.92350297,1.34190973,29.71867885,34.08722995,3.89479858,1.12702551,1.59946616,1.98646764,7.88411696,51.52287645,55.65381997,55.76011168,5.47713092,5.86345204,3.84566195,32.28573002,1.29128927,56.56134435,2.64761914,2.08578394,1.80201999,1.97832063,54.37758291,28.69087148,31.00654801,30.80958653,6.92685989,6.92685989,5.12185813,3.3106261,4.65991523,5.71785729,3.83759278,4.71637687,58.00444224,4.10196961,2.06488738,51.25210395,3.92810544,3.0326945,3.92810544,3.89627622,3.1720835,51.90294262,3.79735673,4.0638457,55.91209128,2.25206584,23.65788568,3.66610567,3.21560929,3.22672691,3.40793438,5.10647048,4.50882868,1.62623391,0.80293063,54.78707528,3.86020811,2.96127839,3.84970372,2.62877647,3.47099183,3.74812025,2.77738847,2.97280696,3.18610999,2.81758614,2.81933148,3.18610999,5.21696534,3.77940349,55.15414884,4.54989659,7.40961355,5.8237805,55.69847559,52.49700203,51.56819549,3.39810351,55.41973972,0.71366919,4.0944948,2.75135052,4.95233706,1.75519996,22.56832228,55.34958439,55.3093495,2.60858699,3.81454611,4.83448411,3.47516802,7.85785407,4.83448411,4.83448411,2.27843409,55.40862605,55.72617256,1.70482549,9.78491996,3.73100933,1.78033611,29.71867885,34.08722995,4.59546524,3.40169492,4.0613208,4.83546442,1.18273742,2.57809933,56.74944427,55.64331044,29.71867885,4.59546524,3.88022879,3.30121451,5.32341558,2.24686131,29.64205329,1.38021172,1.35962812,6.65602683,?,3.53323087,31.21412893,55.03335723,1.0595526,1.70155221,2.10791099,2.463661,2.84865138,1.51359937,5.81474821,3.73100933,53.72519675,26.82677777,1.92715693,5.8237805,52.19222576,0.21363957,3.42572891,3.74812025,8.67346704,1.9719395,?,2.09784666,0.94159521,1.14201568,1.16259256,0.75643941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_66,54.0016662,4.69342751,3.81073314,59.26036835,56.55752603,56.60446813,7.85314697,44.81833216,11.63949636,3.99489519,52.68722261,26.43947925,5.45189269,57.83166224,58.39857703,3.83739386,8.67148236,59.32280727,3.81705071,56.90125317,55.22902992,10.99248151,55.01170937,52.63343931,8.45760223,24.87693267,57.09724579,14.17508433,54.52638752,2.80415005,12.48144999,2.61378788,1.73181508,58.23715352,1.68568609,14.51305942,56.84322959,6.51237903,6.25649108,4.37289537,4.37289537,55.59036404,51.77141193,4.44080188,56.60032744,7.69978189,3.94217146,4.11413309,52.28856872,52.59557062,3.8659733,3.56201009,6.16720537,3.56201009,1.92195438,56.8923491,12.33602619,5.19650726,5.19650726,53.54194352,1.63898035,55.44858182,5.61881499,3.88611727,3.90404952,5.71095757,10.60810379,58.36738092,1.94595336,44.50142311,53.51810081,2.94668382,52.74215492,54.12037117,16.20363323,4.83360309,3.98528782,54.79663397,57.77794927,57.76109137,54.82261392,55.04746025,54.79663397,3.9830521,4.74631553,2.84002432,3.81178821,4.56888552,2.98902205,51.52028283,56.12219437,56.24627194,3.58929812,5.8646596,3.58629324,2.25246496,2.94661917,2.95325944,2.73659011,11.5719301,58.94667347,5.24484975,55.97691679,3.03937591,4.43204905,55.64846655,4.43204905,4.43204905,4.43204905,53.18967702,52.78228494,48.61466129,56.48090789,54.48856913,3.17780647,2.41686128,3.83739386,8.67148236,5.30024968,56.25822413,58.85207968,56.07506222,3.66593364,14.41457167,4.51157391,57.79134024,3.83739386,5.30024968,16.02733015,2.8810259,52.8933878,12.41923721,5.49100306,57.83360908,37.98244861,8.57077287,4.26333107,14.23072048,1.68895304,58.13546576,2.6318452,2.23947254,54.33696815,9.27903955,4.16171976,2.23957653,4.97005557,3.17780647,2.05639561,57.45226713,56.41193577,2.26315261,3.93428651,54.0362879,7.55400728,4.77880167,2.82394137,3.1878443,1.00657315,58.17479667,2.66483846,2.0632645,53.96324126,55.8932113,54.77399275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_65,6.7276703,60.92424993,60.11389126,57.75689403,58.07648751,60.38477875,55.66153053,58.56766279,5.76017774,57.97230334,60.86226898,54.53438609,7.48302476,27.90607958,5.54655764,54.55320449,54.55320449,60.88277531,5.79607048,53.96033607,61.07613352,26.32591322,54.71430611,58.13607568,58.69139362,26.24802915,58.94275151,4.39493011,54.05545544,1.31158652,23.02770598,3.53661816,2.10383269,5.45330498,1.69039192,57.7265006,8.93607762,57.97514627,57.4721517,5.10676832,5.10676832,51.34607286,5.38097527,56.37959972,6.42983756,49.93967592,19.81618558,58.90626426,56.96452611,57.43768053,58.71507253,60.94677305,59.39757033,60.94677305,4.35956213,6.60996417,10.53520923,4.62707122,4.62707122,59.47757896,3.47829223,60.2004219,53.8114108,2.56293666,1.60073681,2.45535202,12.43585317,6.79674681,46.15458386,6.3295262,19.13983295,2.65811125,58.59516635,59.56584474,2.15697201,57.60310098,2.37154382,6.1726249,8.13041917,8.07541575,5.53907061,6.95665063,7.31077637,4.87384679,4.55843265,8.96744718,34.41393635,27.38304034,13.57449628,60.18136011,60.054386,60.67887088,2.79214782,44.62107921,3.44176688,1.28371285,0.44357881,2.27958333,1.25793959,60.51909649,60.0647754,13.67507745,5.42747407,4.14608866,4.77684905,18.68768391,4.77684905,4.77684905,4.77684905,2.24590388,12.10590603,51.37633593,3.19622171,60.02705593,22.32617645,5.288803,54.20316604,54.20316604,54.20316604,59.15096625,7.1576778,2.68908742,3.96182719,13.90396482,29.2709151,60.78220282,53.80687944,53.80687944,13.55649286,60.69823247,59.14812262,3.8062597,53.73195398,5.21672773,14.07847557,12.01354878,3.82712197,6.74367399,45.27359698,57.606502,1.33716459,2.04111212,2.53215969,58.40972532,2.86870306,2.75398485,3.62003945,22.32617645,2.99720617,56.69313524,2.85436249,4.29222976,55.89102413,4.76837797,4.62998983,1.25885911,4.87642062,2.8372832,55.90995586,3.13777327,1.68662348,2.60589774,2.68322766,5.03687422,3.3994604,3.48947866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_64,6.82203641,58.64108786,60.45846883,57.06629077,56.6264715,59.25001996,58.0660329,57.12165498,3.8948181,53.32347608,60.37932332,56.88334112,6.58334198,59.68770618,5.68351322,54.93489712,54.93489712,59.2416208,3.11122952,38.1558182,61.0253807,13.38472717,52.27237029,58.78479936,55.21721033,4.5348874,57.81987048,6.90538091,49.7521546,1.79412455,21.30813659,3.34403275,2.28980176,5.33015358,1.86038029,55.32438977,8.85321234,57.09215047,57.34867774,4.62196121,4.62196121,27.34860851,10.22456741,59.9074281,4.86725667,21.92582893,10.99800803,3.31291611,52.66838188,52.69440239,55.4231481,6.98859173,10.36188779,6.98859173,1.42778767,6.6656313,6.85378085,4.91118367,4.91118367,58.70941188,2.43363288,57.3420359,54.33702434,2.70784105,1.93890782,2.59784758,9.71709102,5.29900811,36.20860394,4.59101618,20.00568288,3.8879498,17.1588821,19.63963635,6.14327077,59.11766436,4.4204088,4.66479352,5.48660133,5.76054763,4.95376383,4.96797028,5.76054763,11.68857241,7.57118032,17.99308927,58.52074808,57.85021841,4.80372662,53.84561517,59.32300381,59.64761078,2.98080113,55.39502543,1.70482569,0.9703237,1.81817264,2.1273628,1.68230547,59.36447643,58.79077308,4.37952815,5.78486961,3.54705503,4.26352266,18.84795372,4.26352266,4.26352266,4.26352266,4.11476845,16.63540743,17.96528728,3.50441574,59.29367168,3.24245702,12.18195825,54.6936705,54.6936705,54.6936705,59.13583324,6.08395405,5.67253193,2.59812771,11.54470941,19.4720662,58.28709916,54.31919482,54.31919482,29.90812451,61.34360569,56.59001471,5.15528068,54.27953035,2.28817005,14.65454827,9.23217479,57.37157295,3.6041587,58.09858115,10.23557835,1.12887183,2.2598894,3.65261179,44.97247032,4.26982927,2.34741335,4.01625177,3.24245702,4.61262007,47.28651375,3.377259,3.53512073,17.48810705,4.38353986,3.73189808,2.88235844,5.13021296,2.93213752,1.44687711,2.63400122,2.71991944,2.09932178,3.53286421,6.80372175,2.20512114,1.41804327,1.75514283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_63,5.20515161,55.05303033,55.8726846,52.59022872,45.75046539,54.62670012,47.74912043,51.17459633,5.74943723,49.38256014,56.68096194,33.949863,7.0483743,55.01541457,4.13578993,48.85324533,49.05498676,36.10570737,4.31222248,8.42461353,56.78052508,5.59079635,51.44068051,55.53464766,53.61584208,3.82768223,55.24040252,3.12513658,37.4151078,1.52153887,6.8984429,2.25049738,1.1991497,4.25972912,1.25650451,55.97147101,34.52351778,13.60953625,13.08639793,9.21941306,9.21941306,10.34143293,11.72351538,2.92292706,6.6972643,10.51103557,53.62909632,9.78829134,51.2739615,50.46562668,52.95277704,57.74053669,54.98672455,57.74053669,3.30345196,4.2106543,4.52817369,3.59350602,3.59350602,55.75143419,2.05494527,28.9667381,48.63647473,3.02716313,3.03096023,3.1161057,3.38368307,5.11398893,2.40824543,5.50142083,54.80815029,10.85512084,5.31422274,5.19370651,2.85946707,53.60011124,5.042628,6.27359459,6.25649131,6.44300675,6.39295518,5.33149402,6.27359459,5.85707937,4.71082494,6.35367993,54.48496813,54.2905586,6.75422413,54.33615453,53.83797018,52.97109269,3.1341331,54.39053377,1.48006767,2.80068546,2.93946254,1.96880862,2.09197205,49.94460181,54.29581299,4.651775,5.62160542,6.89842758,7.47886731,15.10189006,7.47886731,7.47886731,7.47886731,3.708793,55.04929468,54.19821686,3.03674534,56.45600905,51.97627123,73.89690408,48.85324533,49.05498676,48.28428474,56.0646033,6.6831711,4.2293325,6.10236419,10.72362919,7.13922265,55.25739465,48.85324533,48.28428474,9.28793413,53.29250945,49.74416325,2.04783404,48.49294152,5.86959279,3.30731461,3.727898,56.74605976,2.36846624,47.29730701,55.1033385,1.31444917,3.62806137,3.14558836,4.94221193,3.2941364,1.66026718,18.20470062,51.97627123,3.36588421,11.24694008,2.56241994,5.95185785,2.54133448,1.53117089,5.08497863,4.49550202,6.3978303,1.65046889,13.79253218,3.4754328,4.49166631,2.49615972,2.56500929,2.84511132,1.31877159,3.59541551,3.46315579,1.93599504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_62,9.12077525,48.44418052,48.31603718,4.26365367,44.29009512,46.08712871,14.32717567,48.61601389,6.63341087,49.24142371,48.72593506,48.69849455,55.32818051,16.03670423,12.08496673,36.27833976,6.07470618,0.000001,3.45554204,46.91869161,7.0411495,51.63926855,49.42907731,49.81193445,48.63476077,48.77681845,46.27728706,8.22178204,7.88373548,57.91319742,48.93885062,52.49211927,52.90421681,25.84778434,53.39744475,44.37591233,54.0474244,49.5438192,49.27228259,56.40674749,56.40674749,50.01713384,53.99896145,13.46046835,41.19722523,47.730881,50.20423063,6.89395286,51.69861606,50.48956886,49.25161903,50.58726022,49.90284469,50.58726022,6.81653856,5.13115082,56.76216873,10.93659445,10.93659445,48.30315445,50.70095113,50.40695137,48.61092545,58.2042194,58.31714875,57.51570258,50.17168218,6.32591703,47.82961167,20.41993222,48.41531191,50.59529449,49.14778292,48.85791011,51.78107426,48.95153962,57.75727004,5.70245278,6.22789531,6.37099662,26.18207986,11.63032408,8.01104707,49.93283919,48.96774967,48.46939172,40.04143494,42.78430451,51.42107641,49.68792136,46.87840366,41.42846,58.32345851,50.5497613,47.98266051,59.13302163,59.1222243,58.84988523,58.16706859,45.71639767,6.29874413,7.71227765,54.83972816,54.60719894,54.06882374,54.45785673,54.06882374,54.06882374,54.06882374,56.81082241,51.24367815,51.7846754,56.46308387,49.19925838,49.90957687,48.3732876,49.33284062,6.23233074,50.17460427,49.25533863,5.39405338,50.76037669,3.62727816,47.71828422,51.08151558,49.05156868,48.31261024,49.39971969,5.755851,49.5640983,47.57190757,5.77615594,50.85143876,14.45834242,33.23433866,50.47645051,54.59991863,40.44128766,50.69839868,51.63157843,58.13535142,54.93263227,52.53104898,2.36711938,52.98304894,52.48371974,2.51699585,49.90957687,61.14893132,50.97336947,51.24737557,51.78815925,50.46882272,9.31428879,57.17743242,57.82836275,55.44808225,52.39981892,58.60862655,9.79344158,4.39253239,40.27121297,49.80652511,52.94750234,3.89479858,59.32280727,60.12054358,58.38315789,36.10570737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_61,56.4318968,2.69263828,2.53152196,13.0547372,2.33416374,2.47806608,2.61013713,2.4014237,55.42605345,13.12785062,3.67305174,6.55302138,4.5730915,31.62407275,56.07363489,45.05396694,48.00572974,48.71959447,5.54871424,5.22399533,45.46280927,7.48358238,3.7755068,1.56184683,13.49937659,5.07174846,2.36566234,56.08837438,44.4880515,57.83759429,3.35316297,56.93963371,57.00899121,4.17457056,57.08346583,4.16349355,49.25307472,4.4457999,4.01127554,10.12824085,10.12824085,3.53883566,3.14728239,14.82422235,53.86084612,2.16090895,7.50500896,54.34354992,6.81038997,5.62954211,2.20603057,5.26313352,5.93587427,5.26313352,54.3173624,56.19742131,6.22113273,54.4036543,54.4036543,1.28675678,49.46081043,5.21323874,6.32093466,60.10890295,60.48702581,59.07174984,4.49179237,55.60997822,10.07036083,54.825029,3.30868134,3.25554215,2.59715472,2.57756439,58.71704058,8.99120255,60.76382306,3.6096901,54.30888656,54.29170088,2.78367231,55.00044074,6.13671618,46.1410836,48.39812077,5.77093372,3.62575822,4.2248425,5.25585731,3.56257138,8.55414569,3.29033562,57.01624611,9.48758614,57.49793884,58.59751596,59.34729983,59.20762497,58.93001251,2.58204472,13.44703875,4.6234889,50.31463346,49.38105072,50.03855216,8.62206595,50.03855216,50.03855216,50.03855216,59.53117495,3.58152029,4.61290324,58.40394613,1.50181921,2.92783064,13.13008948,7.01672243,42.10204658,3.90639687,1.70201528,55.04378321,58.06877751,55.27226986,42.60215727,41.19805565,1.95664907,7.18163229,3.99194512,6.63372131,45.49728786,2.9840966,55.55224114,7.74510202,54.70618556,49.300008,46.66948573,47.57497709,55.29928136,8.84017247,2.65494178,59.9109856,55.44705552,56.50262704,8.42321954,4.75848856,57.93132821,2.45977674,2.92783064,57.3416384,9.7001581,58.3786788,5.46668628,4.67598696,55.83836676,57.92670563,60.36684815,54.62610046,54.85018039,55.12578485,56.17562005,8.04790683,5.22089289,58.7691669,54.83981256,55.26907173,53.86936614,60.37868403,58.93957293,55.63748363,48.87001121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_60,5.16659375,6.18365104,57.90580694,54.6492819,53.25976565,57.06768973,53.46280936,56.84734791,1.80353981,3.36312833,58.85172524,55.92578582,49.95754761,57.74143501,2.12354186,4.86306924,70.07326021,48.63401891,52.63455275,4.21843558,58.40706253,51.29018925,11.86526871,71.66314261,4.52434433,3.68342101,55.86296478,6.25960586,53.24032525,2.69216733,58.16620744,3.85680946,3.40349649,3.83538354,2.75554311,53.57962542,57.31317368,3.28383966,3.2860411,7.21142823,7.21142823,5.81405986,4.20574054,3.79448629,3.74692913,3.69051588,58.40765064,1.45902112,49.46640093,?,2.90259911,3.35873981,3.78499753,3.35873981,1.82406651,3.6939403,56.32079918,12.66602329,12.66602329,57.13780132,6.35861399,28.54718711,2.85760304,3.76269819,3.77507609,4.57287938,11.11490363,4.65524883,65.52241056,3.09738439,57.36450117,1.78652592,4.32202456,6.10100199,5.52030619,56.29620396,6.66834097,2.50796828,1.75252804,2.03542746,2.63332655,2.26324163,2.50796828,53.18657674,10.8277576,56.35762363,56.32553041,56.37794249,2.96121657,5.25850807,57.50205994,56.69984905,2.00582886,56.23803375,1.55062488,1.3487589,3.32419282,4.07299431,4.32589766,52.83671013,58.41401474,3.27325613,15.03094419,2.89224769,4.30417264,14.25310315,4.30417264,4.30417264,4.30417264,3.98107437,57.37508199,54.50743801,2.27344985,57.8143469,2.44072965,55.41299205,4.86306924,70.07326021,3.79850384,58.46821191,4.7767094,4.50048185,2.74283096,10.05134493,56.51028724,54.96976271,4.86306924,3.79850384,58.39586118,79.02928798,45.17985365,5.16818855,8.07611792,1.28854731,10.00174994,13.05918586,54.90384293,1.86436804,3.20312356,51.79472005,4.29892424,2.36746657,6.75414567,13.19108399,6.13802805,3.16452736,2.75956232,2.44072965,18.87429387,29.71056502,2.28400235,2.32349058,9.29229134,2.66070423,2.99672268,5.10068321,56.42811716,1.60086862,2.10671409,3.20850557,2.8838304,3.5227425,3.58033531,3.95300292,2.03274363,3.34697418,4.22915694,1.36979867,1.92962365,48.63401891,57.01552634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
