,Sequence_255,Sequence_254,Sequence_253,Sequence_252,Sequence_251,Sequence_250,Sequence_249,Sequence_248,Sequence_247,Sequence_246,Sequence_245,Sequence_244,Sequence_243,Sequence_242,Sequence_241,Sequence_240,Sequence_239,Sequence_238,Sequence_237,Sequence_236,Sequence_235,Sequence_234,Sequence_233,Sequence_232,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_78,0.90093,0.63666,0.1216,0.8974,0.87628,0.45966,0.79643,0.66867,0.27698,0.48216,0.34811,0.58335,0.2401,0.18556,0.12445,0.73243,0.67446,0.32215,0.3618,0.55239,0.89109,0.56911,0.7359,0.20501,0.53152,0.21863,0.87757,0.05909,0.69395,0.39898,0.05347,0.84929,0.33732,0.66972,0.84397,0.30533,0.78544,0.56688,0.79679,0.26557,0.08205,0.15633,0.07261,0.49615,0.41225,0.94278,0.57789,0.68378,0.75038,0.47628,1.00466,0.72768,0.54951,0.75395,0.70361,0.43712,0.46455,0.70703,0.65358,0.76485,0.26174,0.04132,0.40586,0.75119,0.27172,0.57572,0.54489,0.74429,0.7628,0.474,0.35743,0.46252,0.69393,0.98653,0.16275,0.48432,0.21695,0.8854,0.78531,0.51144,0.66776,1.02822,0.75265,0.43605,0.42551,0.14471,0.61393,0.4422,0.73366,0.45889,0.16585,0.1099,0.84696,0.29547,0.12862,0.24143,0.79499,0.40499,0.79248,0.19295,0.7572,0.75129,0.84929,0.46191,0.70852,0.77594,0.38977,0.83369,0.83867,0.6517,0.68803,0.58425,0.29285,0.86136,0.22486,0.50279,0.92592,0.53729,0.8122,0.15928,0.50034,0.58516,0.93863,0.75446,0.85514,0.7003,0.93119,0.86606,0.46392,0.58147,0.30879,0.9891,0.70376,0.2794,1.06828,0.0623,1.04886,1.04827,0.58817,1.05425,0.96433,0.90205,0.87036,0.71736,0.77784,0.09508,0.75306,0.93255,0.81032,0.9915,1.08714,0.83418,0.91953,0.02043,0.25419,0.99498,0.97415,0.23184,0.59729,1.01422,0.083,0.75523,0.92224,0.94549,0.96049,0.05642,0.55818,0.56739,0.45471,0.10949,0.74777,0.99475,0.24291,0.64205,0.59007,1.0143,0.85694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_77,0.68139,0.67007,0.6661,0.85355,0.67481,0.45229,0.62356,0.29263,0.62655,0.56242,0.41976,0.60155,0.60253,0.67505,0.64075,0.27608,0.65315,0.64628,0.4688,0.54403,0.80482,0.71636,0.0979,0.82685,0.52965,0.58434,0.11399,0.78492,0.62245,0.41559,0.85719,0.11424,0.64539,0.28349,0.87324,0.72839,0.07499,0.44832,0.12827,0.73486,0.74635,0.63163,0.79491,0.3798,0.3724,0.7623,0.27085,0.4538,0.60314,0.49247,0.58533,0.4859,0.7719,0.65819,0.116,0.49811,0.74726,0.83467,0.0742,0.17919,0.68486,0.82361,0.49796,0.0919,0.56328,0.52055,0.88527,0.06235,0.81945,0.18553,0.45608,0.52435,0.62419,0.64702,0.78716,0.56822,0.46307,0.08177,0.59354,0.43833,0.51356,0.21155,0.24355,0.56464,0.6245,0.68555,0.15872,0.45748,0.46053,0.31231,0.50309,0.80986,0.58602,0.96541,0.78165,0.83624,0.12235,0.80298,0.01418,0.62103,0.43876,0.09032,0.63703,0.36664,0.28493,0.08166,0.75365,0.07175,0.16998,0.71544,0.4335,0.54271,0.68322,0.21131,0.80127,0.34413,0.70296,0.76348,0.42003,0.61316,0.57004,0.5594,0.72972,0.39609,0.09485,0.20843,0.57019,0.07553,0.79732,0.4133,0.80639,0.72613,0.04983,0.69332,0.82803,0.8171,0.68182,0.58272,0.42882,0.86717,0.51311,0.13043,0.07551,0.11211,0.18268,0.73636,0.09362,0.14708,0.06291,0.68006,0.64909,0.08553,0.74337,0.85314,0.64961,0.61411,0.69105,1.0055,0.64282,0.66133,0.87544,0.08873,0.78052,0.73858,0.61493,0.86523,0.2749,0.26524,0.55145,0.82256,0.39146,0.69883,0.94875,0.15848,0.37104,0.69958,0.1929,0.80331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_76,0.66134,0.60201,0.69734,0.71993,0.65494,0.47492,0.60539,0.37007,0.78636,0.45296,0.63396,0.57065,0.72271,0.80282,0.80281,0.1259,0.79384,0.63401,0.45504,0.70448,0.81611,0.68329,0.1066,0.86787,0.44454,0.73625,0.1228,0.82082,0.51993,0.57658,0.89601,0.12306,0.43033,0.27336,0.76014,0.6631,0.08348,0.56236,0.2784,0.67131,0.81786,0.68412,0.79885,0.54729,0.43097,0.74011,0.26084,0.40168,0.74137,0.64461,0.86717,0.47262,0.69961,0.42237,0.10565,0.64192,0.72711,0.71252,0.13171,0.1703,0.57919,0.86114,0.50694,0.10059,0.69469,0.63302,0.68121,0.1673,0.98202,0.2792,0.47119,0.54972,0.53284,0.79081,0.67981,0.6967,0.59759,0.09034,0.67338,0.55144,0.48441,0.22171,0.17273,0.62871,0.65662,0.71719,0.27771,0.60346,0.60922,0.38682,0.64341,0.84664,0.56835,0.9986,0.66611,0.87779,0.20916,0.77076,0.1111,0.53736,0.34185,0.09887,0.6185,0.57594,0.37225,0.06463,0.59694,0.0802,0.25106,0.67059,0.49704,0.70198,0.58364,0.13477,0.76802,0.36339,0.79129,0.80228,0.33577,0.7689,0.61084,0.46112,0.70823,0.40965,0.02877,0.18776,0.55333,0.08406,0.68057,0.3637,0.64198,0.70489,0.12828,0.65309,0.61718,0.85435,0.73017,0.56512,0.42975,0.5875,0.77838,0.13962,0.08405,0.1208,0.09047,0.85141,0.10221,0.15642,0.07137,0.65999,0.62997,0.09418,0.72173,0.89167,0.5627,0.59581,0.67078,1.05249,0.53854,0.64204,0.76097,0.09739,0.75776,0.71699,0.59661,0.90421,0.20596,0.19741,0.56922,0.75491,0.29947,0.67832,0.98166,0.16769,0.24223,0.67911,0.36043,0.83973,0.12742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_75,0.04644,0.41061,1.01624,0.05637,0.05678,0.69027,0.08735,0.6258,0.64539,0.63357,0.59842,0.44116,0.64815,0.64867,0.94159,0.64104,0.36408,0.67807,0.62253,0.42826,0.05263,0.477,0.85338,0.67956,0.49253,0.75377,0.73329,0.99321,0.46541,0.55961,0.97747,0.73186,0.67003,0.50596,0.07706,0.58797,0.90295,0.43099,0.5879,0.74915,0.99968,0.86891,0.92951,0.50176,0.78044,0.03218,0.57558,0.56634,0.14713,0.47731,0.07318,0.50496,0.29393,0.26715,0.92552,0.59705,0.32637,0.40155,0.86065,0.54595,0.60246,1.02409,0.56939,0.88972,0.62738,0.36756,0.39042,0.68345,0.12646,0.79214,0.74836,0.64203,0.30591,0.03903,0.9004,0.44429,0.81698,0.90001,0.13239,0.47005,0.43604,0.55743,0.54182,0.55641,0.47422,0.83103,0.74931,0.46625,0.29594,0.63648,0.83213,0.83642,0.14327,1.10747,0.7753,0.62623,0.74993,0.54249,0.69968,0.74196,0.58766,0.83807,0.06282,0.58906,0.53615,0.86789,0.52999,0.83257,0.5258,0.34647,0.4291,0.3029,0.81924,0.59916,0.68342,0.71611,0.03886,0.40769,0.37387,0.85384,0.43969,0.56803,0.03598,0.62917,0.78256,0.71089,0.07418,0.81754,0.45307,0.62055,0.80292,0.01286,0.85355,0.6845,0.08131,0.95445,0.02585,0.08168,0.49916,0.06392,0.15349,0.70187,0.88313,0.84764,0.78039,0.87719,0.93128,0.669,0.87746,0.02886,0.04176,0.79595,0.04222,0.959,0.74776,0.06026,0.01948,1.16268,0.5082,0.02916,1.07897,0.83853,0.04213,0.03241,0.06004,0.95924,1.11989,1.02753,0.77486,1.07101,0.64663,0.01609,1.08873,0.90922,0.66551,0.01592,0.51679,1.02676,0.73274,0.71134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_74,0.99745,0.63669,0.15301,0.79406,1.06501,0.38468,0.77605,0.52265,0.23152,0.59817,0.44572,0.4376,0.28633,0.17503,0.17067,0.82206,0.62834,0.37672,0.39486,0.53509,0.7891,0.42609,0.87242,0.24405,0.53203,0.27014,0.81721,0.08813,0.57712,0.3588,0.0825,0.83905,0.36973,0.72796,0.74546,0.40064,0.90375,0.6375,0.78658,0.22947,0.11242,0.18989,0.10263,0.59431,0.52137,0.83641,0.6698,0.53386,0.9166,0.55115,0.89482,0.56468,0.65523,0.67711,0.81372,0.43789,0.36154,0.54432,0.75911,0.79169,0.26614,0.06984,0.34622,0.86556,0.23553,0.71394,0.41437,0.85812,0.64484,0.61558,0.44168,0.50083,0.88797,0.8776,0.19634,0.51797,0.29555,0.88398,0.72276,0.62218,0.72991,1.0705,0.71316,0.43689,0.39534,0.19633,0.66855,0.58901,0.89671,0.41476,0.26211,0.14111,0.888,0.32183,0.17533,0.28207,0.82235,0.34386,0.91163,0.2946,0.82074,0.91024,0.75215,0.51124,0.62969,0.89312,0.51823,0.95689,0.90684,0.59559,0.53682,0.72377,0.25167,0.80127,0.27505,0.50337,0.82176,0.49694,0.6684,0.19274,0.50093,0.62206,0.83287,0.61923,0.98125,0.84359,0.82781,0.95683,0.42691,0.74135,0.30981,0.87895,0.81456,0.24296,0.95241,0.09153,0.93429,0.93378,0.64583,0.93924,0.79421,1.03459,0.89892,0.8289,0.86332,0.12592,0.86765,1.00879,0.93092,0.88137,0.96891,0.9571,0.81536,0.08666,0.25522,1.04057,0.90221,0.25255,0.53702,0.9021,0.11355,0.87042,0.8182,0.83853,1.07075,0.08549,0.55855,0.61485,0.4404,0.14121,0.81085,0.88405,0.26775,0.74659,0.66306,0.90247,0.87886,0.07658,0.92332,0.96483,0.91362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_73,0.61715,0.58624,0.65803,0.55692,0.59052,0.34419,0.75868,0.34106,0.66069,0.7308,0.75415,0.56478,0.66293,0.68154,0.51547,0.47921,0.5972,0.80822,0.70246,0.58579,0.74956,0.59945,0.42449,0.43986,0.53009,0.63043,0.51875,0.54212,0.87743,0.92084,0.48908,0.47916,0.66222,0.41275,0.50849,0.58705,0.45844,0.68911,0.45562,0.77164,0.45422,0.47798,0.41358,0.51141,0.2516,0.58218,0.24506,0.32917,0.49194,0.60402,0.66149,0.96185,0.46832,0.79799,0.46725,0.70874,0.60635,0.63841,0.30773,0.36434,0.66687,0.46338,0.96909,0.37873,0.6169,0.62295,0.7143,0.37971,0.63452,0.29741,0.72196,0.18293,0.59121,0.61683,0.69226,0.68845,0.55111,0.44983,0.61408,0.73941,0.76237,0.35276,0.3406,0.40472,0.60021,0.54683,0.42779,0.59123,0.67045,0.33833,0.58945,0.64206,0.49463,0.77327,0.50045,0.48734,0.39895,0.51763,0.40786,0.52498,0.30333,0.45772,0.77425,0.63624,0.37173,0.39521,0.80823,0.43625,0.33042,0.43353,0.24201,0.65335,0.73253,0.5471,0.32091,0.31801,0.57154,0.44253,0.27053,0.73129,0.69983,0.82607,0.57937,0.27083,0.45044,0.39368,0.8017,0.40059,0.604,0.30828,0.61412,0.63783,0.35075,0.69935,0.67553,0.54906,0.69824,0.66115,0.60063,0.66448,0.68225,0.32825,0.44027,0.35276,0.45096,0.61755,0.38757,0.34824,0.44181,0.6184,0.6881,0.43776,0.56562,0.43458,0.479,0.58188,0.68634,0.72827,0.71939,0.6346,0.58758,0.41284,0.57948,0.64931,0.53534,0.54923,0.35974,0.31292,0.61386,0.64621,0.29655,0.61268,0.66598,0.29678,0.21168,0.6357,0.36057,0.47241,0.41611,0.41687,0.644,0.53918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_72,0.72979,0.76235,0.75709,0.79272,0.72297,0.43436,0.66879,0.26131,0.57974,0.52536,0.57739,0.58447,0.64298,0.74598,0.6199,0.24913,0.87053,0.48109,0.63748,0.63792,0.85752,0.55329,0.07681,0.80098,0.61778,0.56438,0.09237,0.76187,0.58123,0.56341,0.83282,0.09258,0.50302,0.31778,0.81174,0.8172,0.05492,0.62584,0.24117,0.57591,0.7238,0.61567,0.77154,0.44031,0.34944,0.84764,0.31951,0.52762,0.65661,0.47178,0.62952,0.44934,0.72446,0.47532,0.09448,0.65975,0.82502,0.78516,0.12312,0.22267,0.78302,0.79983,0.66728,0.06818,0.62915,0.47387,0.69108,0.16558,0.87238,0.1689,0.31338,0.5055,0.45862,0.69372,0.62865,0.61137,0.4443,0.06132,0.65154,0.61458,0.36342,0.18627,0.30476,0.54784,0.6023,0.66435,0.27493,0.43722,0.6415,0.3661,0.48395,0.7654,0.66082,0.9647,0.7584,0.8101,0.17456,0.63138,0.11269,0.60521,0.31364,0.06973,0.68283,0.52121,0.42152,0.06123,0.58432,0.05183,0.29162,0.55126,0.48553,0.49528,0.64317,0.18615,0.77748,0.31535,0.75187,0.73847,0.37957,0.68643,0.62293,0.51999,0.78026,0.28242,0.07385,0.17589,0.61335,0.05534,0.62527,0.28406,0.64819,0.77621,0.09723,0.53863,0.61875,0.79345,0.7302,0.77365,0.51191,0.65104,0.55504,0.1077,0.0553,0.02861,0.15873,0.81204,0.07287,0.12384,0.04324,0.72854,0.86717,0.05862,0.80358,0.82893,0.6208,0.65991,0.73972,1.00442,0.60085,0.72317,0.70552,0.06789,0.83259,0.78912,0.66074,0.84083,0.24802,0.23883,0.51459,0.65926,0.28105,0.74788,0.92347,0.07325,0.26069,0.74851,0.31817,0.78007,0.09665,0.10525,0.78301,0.89766,0.39788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_71,0.07857,0.35528,0.92094,0.09617,0.09695,0.63198,0.12895,0.55609,0.61479,0.7096,0.65684,0.38272,0.68194,0.64606,0.88408,0.59564,0.31091,0.75748,0.57804,0.49009,0.09218,0.4175,0.86447,0.60776,0.43257,0.70449,0.74276,0.89902,0.41852,0.56694,0.88409,0.75873,0.62446,0.44298,0.11796,0.66044,0.91473,0.45816,0.61073,0.75875,0.9046,0.7833,0.83968,0.5085,0.87031,0.0702,0.63401,0.50133,0.19202,0.43869,0.11383,0.44438,0.29867,0.24476,0.9376,0.53057,0.30284,0.35772,0.87191,0.50368,0.62527,0.92746,0.64127,0.90128,0.63559,0.42571,0.33545,0.69233,0.15447,0.80248,0.81558,0.67578,0.31077,0.07764,0.81436,0.3862,0.82746,0.81286,0.13598,0.45463,0.37819,0.61351,0.61311,0.49169,0.47129,0.87061,0.67184,0.47255,0.34884,0.64491,0.84289,0.7538,0.17942,1.04268,0.72478,0.55772,0.70018,0.61221,0.7088,0.7516,0.52047,0.84897,0.10299,0.59669,0.53329,0.8792,0.53702,0.84334,0.46245,0.35163,0.37102,0.34614,0.87772,0.60701,0.76405,0.64044,0.07736,0.35258,0.34869,0.76927,0.38101,0.50376,0.07479,0.59889,0.79268,0.79404,0.11543,0.88966,0.49348,0.62863,0.72305,0.05018,0.86472,0.69329,0.12259,0.86329,0.06385,0.12201,0.43843,0.10433,0.13368,0.7109,0.82851,0.85863,0.86909,0.7911,0.9435,0.6776,0.8889,0.06667,0.08009,0.80618,0.08096,1.06501,0.67091,0.09304,0.02935,1.08646,0.55078,0.06737,0.97918,0.84942,0.08083,0.07075,0.10032,0.868,1.01635,1.07505,0.72547,0.97164,0.57553,0.05357,1.02475,0.92119,0.74554,0.053,0.47561,1.04053,0.74229,0.72051,0.03625,0.8253,0.72239,0.79317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_70,0.14728,0.44905,1.08714,0.1575,0.15887,0.77015,0.1926,0.8152,0.69113,0.68261,0.75655,0.30727,0.79514,0.68432,0.73966,0.76491,0.39575,0.8708,0.60915,0.3595,0.15336,0.34111,0.91491,0.5176,0.53474,0.79403,0.7883,0.87124,0.56665,0.60548,0.76953,0.78682,0.70624,0.67541,0.18057,0.63471,0.96706,0.47035,0.62924,0.57753,0.78796,0.67747,0.72913,0.36161,0.60269,0.06657,0.42362,0.61265,0.25956,0.44822,0.17623,0.54766,0.42585,0.31634,0.99069,0.64452,0.3266,0.38098,0.92291,0.57818,0.6436,0.809,0.61574,0.95293,0.47037,0.51086,0.53698,0.73611,0.23578,0.7563,0.82726,0.60286,0.4401,0.13765,0.90952,0.44064,0.82456,0.96424,0.24383,0.45862,0.59055,0.67015,0.52933,0.40943,0.44525,0.87443,0.80577,0.43734,0.32958,0.47626,0.7959,1.06501,0.14144,1.00731,0.59838,0.47119,0.9362,0.39818,0.75343,0.5692,0.43532,0.89884,0.16494,0.63618,0.58137,0.93026,0.69928,0.94079,0.57067,0.22597,0.29607,0.43675,0.84672,0.64742,0.52081,0.92372,0.13729,0.40893,0.3808,0.66456,0.59667,0.64997,0.06252,0.47173,0.84019,0.76442,0.17874,0.87672,0.37633,0.80661,0.62354,0.10906,0.91551,0.52172,0.18558,0.88207,0.12338,0.10683,0.54196,0.1663,0.19659,0.755,0.94619,0.81103,0.83736,0.68472,0.90007,0.72034,0.94029,0.0864,0.12564,0.8539,0.14115,0.75626,0.57482,0.16288,0.11661,1.05815,0.48589,0.12714,0.85686,0.89927,0.0764,0.13063,0.16236,0.91057,0.99316,0.91039,0.74764,0.84984,0.48601,0.11259,0.86075,0.71183,0.50395,0.09016,0.53823,0.81207,0.78825,0.76513,0.09392,0.71643,0.48521,0.86555,0.13568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_69,0.83857,0.741,0.72959,0.90817,0.83113,0.48247,0.76953,0.31654,0.60843,0.49771,0.52925,0.58229,0.73216,0.81262,0.62248,0.21212,0.80473,0.55825,0.53297,0.52543,0.97791,0.55601,0.05879,0.80399,0.59066,0.62128,0.07414,0.7646,0.52878,0.54664,0.83562,0.07431,0.55668,0.37591,0.92862,0.79682,0.03738,0.59406,0.20472,0.58562,0.72649,0.61353,0.77429,0.44292,0.3573,0.93009,0.32183,0.50465,0.74814,0.55071,0.72753,0.42197,0.82165,0.58303,0.07637,0.6416,0.92548,0.74829,0.10418,0.26089,0.72638,0.8026,0.63709,0.05294,0.63171,0.55773,0.77812,0.14872,0.99346,0.22087,0.39782,0.55796,0.52945,0.79809,0.71148,0.73164,0.51482,0.04357,0.73618,0.50515,0.42738,0.15048,0.22889,0.54582,0.69061,0.72667,0.25636,0.51335,0.60904,0.36501,0.55708,0.85678,0.75618,0.97123,0.76114,0.81313,0.13932,0.64179,0.09405,0.60312,0.3215,0.05202,0.78499,0.49366,0.39706,0.04351,0.6574,0.03437,0.26952,0.55399,0.49457,0.58094,0.53945,0.16609,0.78028,0.37003,0.86195,0.8403,0.40408,0.68399,0.69961,0.49066,0.81691,0.28478,0.05585,0.16305,0.709,0.0377,0.62803,0.3409,0.64588,0.88941,0.07867,0.54811,0.71662,0.7962,0.8388,0.75221,0.48279,0.75218,0.67155,0.08877,0.03764,0.07283,0.13939,0.81481,0.05509,0.1047,0.02581,0.86486,0.80105,0.04688,0.90831,0.83172,0.63107,0.76188,0.84913,1.01121,0.56969,0.81386,0.70816,0.04993,0.95114,0.90358,0.76273,0.9145,0.17716,0.16908,0.48706,0.66186,0.28022,0.85836,0.92642,0.07307,0.26305,0.85863,0.24083,0.7828,0.07824,0.08676,0.89669,0.90052,0.40027,0.05801,0.90846,0.87903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_68,0.07521,0.37051,0.94891,0.08532,0.08599,0.63775,0.11764,0.57584,0.59489,0.68805,0.65165,0.39888,0.70417,0.65183,0.87752,0.59068,0.32544,0.73487,0.57319,0.47296,0.08138,0.43403,0.85806,0.62823,0.44927,0.69906,0.73708,0.92662,0.42319,0.56217,0.91141,0.73564,0.61947,0.46055,0.10684,0.64001,0.90801,0.47533,0.59071,0.75303,0.93246,0.80816,0.86587,0.50395,0.84437,0.05977,0.62882,0.5196,0.17986,0.43446,0.10276,0.46129,0.29486,0.23183,0.93075,0.54934,0.28904,0.3621,0.86542,0.49907,0.60531,0.95583,0.62105,0.89467,0.63044,0.40972,0.35053,0.6869,0.15815,0.7964,0.80955,0.69797,0.30691,0.06707,0.83942,0.40227,0.82135,0.83824,0.13253,0.47204,0.39417,0.60853,0.5931,0.50986,0.47621,0.89718,0.69408,0.4682,0.33438,0.63964,0.83664,0.77773,0.1759,1.06583,0.71919,0.57714,0.69469,0.59266,0.70326,0.74584,0.53941,0.84265,0.09204,0.59181,0.53858,0.87269,0.53236,0.83708,0.48016,0.34769,0.38703,0.34219,0.8845,0.60201,0.74105,0.66209,0.06682,0.36775,0.33372,0.79379,0.39722,0.52186,0.06416,0.5793,0.78671,0.77024,0.10421,0.88313,0.49848,0.62354,0.74613,0.03989,0.85827,0.68791,0.11138,0.88994,0.05341,0.11104,0.45536,0.09334,0.12247,0.70542,0.82235,0.85228,0.84351,0.81611,0.93658,0.6723,0.88234,0.05629,0.0696,0.80017,0.07036,1.03376,0.69299,0.08965,0.01943,1.11939,0.556,0.05688,1.0086,0.8431,0.07024,0.06024,0.08934,0.89468,1.04695,1.1071,0.72,1.00091,0.59572,0.04324,1.04755,0.91438,0.72275,0.04278,0.47112,1.03287,0.73656,0.71496,0.0262,0.85103,0.70012,0.78718,0.00958,0.12433,0.90174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_67,0.81072,0.69118,0.68504,0.87812,0.80349,0.46678,0.74424,0.30431,0.64486,0.46129,0.51205,0.62091,0.7101,0.78858,0.6593,0.20208,0.7782,0.54033,0.56728,0.56227,0.94612,0.59374,0.03765,0.85044,0.54775,0.60174,0.05261,0.8059,0.5101,0.50897,0.87932,0.05274,0.53865,0.36249,0.89807,0.74876,0.017,0.55177,0.19493,0.62086,0.76682,0.64996,0.81618,0.4768,0.38552,0.8996,0.3492,0.4688,0.72316,0.50969,0.70324,0.38644,0.79461,0.54053,0.05499,0.59986,0.87205,0.6987,0.08157,0.24992,0.70412,0.84525,0.59663,0.03188,0.66851,0.53819,0.75422,0.1248,0.96141,0.19509,0.36543,0.54032,0.51058,0.77167,0.66793,0.68341,0.47836,0.02289,0.71173,0.54102,0.41122,0.14159,0.25442,0.58327,0.64418,0.70462,0.22917,0.47393,0.56582,0.39322,0.5191,0.83117,0.7058,0.99112,0.80281,0.86006,0.13072,0.67972,0.07184,0.63912,0.34969,0.03131,0.75923,0.45738,0.36538,0.02286,0.63689,0.01411,0.24175,0.59195,0.52723,0.5608,0.57349,0.14162,0.82293,0.35672,0.83362,0.78627,0.43448,0.72226,0.67776,0.4522,0.86486,0.31167,0.03477,0.13853,0.68542,0.01716,0.6677,0.32808,0.68363,0.86007,0.0567,0.58246,0.69244,0.83863,0.811,0.7021,0.44464,0.72691,0.62513,0.06632,0.01712,0.05164,0.11601,0.85774,0.03427,0.08188,0.00565,0.80956,0.77445,0.02597,0.87852,0.87514,0.66847,0.73633,0.82106,1.03144,0.52837,0.78703,0.74741,0.02894,0.92,0.87381,0.73717,0.88739,0.20109,0.19266,0.45084,0.69964,0.30709,0.82993,0.97433,0.09435,0.28921,0.8303,0.26681,0.82446,0.05644,0.06485,0.86717,0.94644,0.43043,0.03714,0.87844,0.92934,0.01989,0.87196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
