,Sequence_285,Sequence_284,Sequence_283,Sequence_282,Sequence_281,Sequence_280,Sequence_279,Sequence_278,Sequence_277,Sequence_276,Sequence_275,Sequence_274,Sequence_273,Sequence_272,Sequence_271,Sequence_270,Sequence_269,Sequence_268,Sequence_267,Sequence_266,Sequence_265,Sequence_264,Sequence_263,Sequence_262,Sequence_261,Sequence_260,Sequence_259,Sequence_258,Sequence_257,Sequence_256,Sequence_255,Sequence_254,Sequence_253,Sequence_252,Sequence_251,Sequence_250,Sequence_249,Sequence_248,Sequence_247,Sequence_246,Sequence_245,Sequence_244,Sequence_243,Sequence_242,Sequence_241,Sequence_240,Sequence_239,Sequence_238,Sequence_237,Sequence_236,Sequence_235,Sequence_234,Sequence_233,Sequence_232,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_114,55.49459595,58.98040463,5.67183321,55.42661508,4.27565978,4.43106745,1.39337033,64.46617063,3.14135253,58.25148016,58.77550867,2.45762126,54.74593583,19.93270629,54.68785318,56.28651444,62.9671547,56.80094105,56.50021254,4.43106745,4.27565978,4.43106745,3.61506124,4.43106745,58.4245635,58.2224942,14.08122242,15.48373832,59.44783253,3.78861633,3.46459424,3.73730294,3.95957718,57.81104922,56.31392371,3.97553247,55.42153055,5.56673098,55.2859114,52.28925348,57.16499491,13.52589195,57.1723471,5.56673098,56.33853224,52.70960299,56.32494336,4.77338568,18.16856037,58.98040463,58.42389167,58.98040463,57.04513398,58.54099802,59.26542311,56.26140949,25.094312,2.68933774,60.65582814,2.68954458,57.16361433,56.19894827,3.37277733,59.13486649,58.03676247,6.55482963,6.88292362,7.04713728,7.45619789,7.57830728,55.3347477,58.11543338,54.09238932,57.43138012,55.03666394,58.03676247,56.02760118,59.49901181,14.27155855,6.88292362,7.04713728,7.45619789,7.28179562,57.12471342,56.61195819,1.71227236,10.96207836,58.13643918,58.35626881,57.44525733,4.44469731,3.85536925,55.24518469,59.26394383,58.65949028,55.43245282,45.32823757,4.98233553,6.0159316,6.88091554,5.44816153,4.43782291,17.38843289,54.47162528,59.38235359,59.19532806,3.45666988,43.75622507,50.30278699,6.14033883,4.21794508,1.41041231,59.67073431,51.15536847,57.37113496,11.99394451,55.42787454,57.45807955,59.98614877,3.07259549,61.53510551,30.60348316,56.0092293,56.88796686,11.61537126,4.65453769,55.81211445,8.73253716,56.5628535,5.51674278,2.77637177,57.56117227,59.41233192,59.23608729,59.65489355,51.61486333,56.67281001,56.09998893,13.30697678,58.89649539,55.3347477,57.34726933,58.23976559,56.58520956,3.03314074,4.71801079,32.31180804,55.18760505,5.56673098,57.34726933,56.33853224,55.6025767,52.70960299,47.81850583,58.45792049,57.69965864,19.94138021,59.42377194,4.11500315,12.67272736,5.88671764,1.79893086,48.72382685,3.60595645,58.381991,59.10027267,60.88213178,58.01186905,3.18163163,59.38044473,5.69396743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_113,4.44129674,3.58827551,46.49186127,0.49236765,46.49186127,45.39076545,47.14031943,45.25911204,2.13055025,1.46007582,17.1288391,35.80800594,1.46246968,9.6565584,1.39755121,2.92730989,1.6024296,2.01994917,51.09754423,45.39076545,46.49186127,45.39076545,5.35999097,45.39076545,3.58827551,1.53089436,50.0246427,50.38868711,2.13950481,2.34652977,2.04357426,3.90370121,3.90370121,0.26690958,49.31250957,47.14814872,1.02006386,2.61601003,1.02006386,2.55225481,1.63084477,1.63084477,46.12541173,2.61601003,4.70469997,4.70469997,2.00031758,60.71085274,50.92971529,3.58827551,3.58827551,3.58827551,3.58827551,0.8841795,0.8841795,2.69594053,49.14676534,2.28723042,5.66156814,2.61601003,4.70469997,4.70469997,2.62505247,13.97803755,1.50960611,2.83649902,2.83649902,3.87930213,2.83649902,3.87930213,1.02006386,1.50960611,1.07216216,0.95964895,1.86714898,1.50960611,1.02006386,0.57119552,2.39915386,2.83649902,3.87930213,2.83649902,3.87930213,47.22197224,1.96108595,60.80254286,51.7869767,0.29906986,1.34448362,1.46007582,1.58771678,60.16383778,0.70982745,3.10939372,37.35698094,1.02006386,2.1161226,58.90191699,59.4353121,1.69535053,60.19718328,60.13652588,50.93796231,1.78167965,3.70607665,0.55642552,60.25988485,1.97923847,1.12087108,78.89962481,58.60291451,1.22446274,47.31544716,2.55225481,1.63084477,1.63084477,1.03836406,1.47744395,3.44810381,0.000001,10.25176853,1.57411905,1.56115865,1.62452775,2.59417712,4.15368668,0.55044517,1.10295601,1.28304735,6.5506011,0.39483745,0.26690958,1.03384916,2.62145288,0.76885557,2.55225481,1.63084477,1.63084477,1.63084477,46.81761409,1.02006386,40.86846469,1.40916972,1.84218043,1.87481636,2.61601003,2.61601003,?,2.61601003,40.86846469,4.70469997,4.70469997,4.70469997,2.61601003,2.15769483,2.61601003,50.49117905,11.25991859,2.04756279,3.41699963,60.87515445,1.22446274,0.92821402,0.68965445,1.34448362,46.24375538,44.0771957,2.47175463,4.12265823,47.72322737,60.80700455,59.65681173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_112,5.77133327,3.51642986,5.46823801,49.49707489,4.32711488,4.57117449,51.43832708,4.61564555,51.46707781,50.32913315,47.85498979,49.77878769,46.98544108,5.38021955,49.49199318,3.35765189,2.59901321,19.04824812,3.88165872,4.57117449,4.32711488,4.57117449,41.73988439,4.57117449,3.51642986,48.4201722,3.560487,4.62854491,?,29.67874888,29.89924241,53.59927437,53.59927437,49.52169461,5.08436162,51.73017168,3.63853327,51.56647317,48.04967644,47.6881216,46.31175847,46.31175847,6.77706887,51.56647317,51.62911496,51.62911496,47.29374967,60.99102644,6.04231278,3.51642986,34.4796772,3.51642986,3.51642986,48.46153859,45.19529019,48.74887996,33.67349212,5.15003311,1.54074387,51.77012252,51.77017739,51.77017739,50.2662442,46.10919343,49.04797664,55.90569573,55.90569573,55.83629779,55.07533329,55.09452127,48.46523708,7.37297112,49.01322019,48.27144522,48.9668255,49.04797664,42.63548288,46.1537755,47.46290326,55.90569573,55.83629779,55.07533329,55.09452127,5.67580961,57.99278206,62.21318259,4.60070994,47.49182389,48.93910821,49.85725208,59.98424979,58.69263007,49.65422307,3.47256579,1.46465772,3.68667645,46.3075851,57.36077282,59.76147135,56.56229465,60.517996,61.7229223,1.94862724,49.73572342,45.44591251,45.67229533,61.88209753,48.97241833,40.573855,55.96049714,59.84555597,56.12240763,2.51079247,50.21366187,48.87299332,48.87299332,50.1329074,48.17637044,1.91455392,6.3031297,51.08475962,50.18968351,5.69036642,49.91554556,50.63081854,51.1801014,47.60141518,46.90285046,50.28867033,60.60302818,46.91710685,46.62860942,46.4434265,46.86413805,45.85866408,47.11606916,45.76649461,45.76649461,45.76649461,6.24445873,48.46523708,5.81996646,2.31159535,2.81530588,56.11761794,50.94984322,51.59723844,5.91016615,51.56647317,5.81996646,51.62911496,51.62911496,51.62911496,50.57876997,5.52184598,59.28587872,7.33161201,5.31137513,56.73731422,57.15424988,61.56596177,56.12240763,43.7009002,49.05450015,48.68168187,1.77454648,0.87580326,6.75952601,2.01271725,2.0530092,62.21673818,60.16885289,44.44558675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_111,4.23252543,53.94028315,53.89570028,1.79691394,47.15067984,47.10144065,29.66915457,49.82755398,47.51782248,1.33852705,2.18019265,1.53409619,10.44722595,3.52530236,54.06825064,46.27260358,11.16127399,5.58488766,10.45996251,47.14803068,47.15067984,47.10144065,8.01560964,53.17894982,53.49619228,54.02538236,3.13709792,5.46691466,3.04479328,3.79414173,4.28651468,56.91488365,3.39073997,44.55645463,20.59127021,7.38472415,5.20083151,48.97660281,52.45618733,4.13785709,4.26540955,3.84947927,49.22883749,7.53295114,7.78799976,5.00527738,2.71242805,56.81431772,4.93559591,54.2896439,53.83922189,53.94028315,9.82630892,47.8056677,48.74905641,57.51418778,7.26106846,50.88244939,8.41986301,43.34796739,11.76076047,5.75837727,5.61914465,3.6898472,52.23967836,11.17844516,11.17844516,18.04609222,10.3646506,12.10645572,52.96109682,42.62963371,11.38793659,11.85935718,53.43041613,52.23967836,52.2861023,6.93107739,5.89603599,11.17844516,18.04609222,10.3646506,12.10645572,43.0966302,55.07983792,9.569588,3.65755987,3.43826245,0.76578961,1.14460209,1.92354419,1.69221204,53.18020323,50.51710674,7.04128833,56.54341898,4.24765953,53.86013842,15.94757566,2.25078326,55.68900551,57.89112986,11.07049375,3.11937229,4.29922964,3.84464679,6.21715438,2.92495912,3.02250019,3.40552124,55.15054861,55.3775317,5.09693939,3.55877047,3.72618754,3.5457434,51.78781591,2.71034636,3.42552346,2.5555634,13.12045898,53.14309648,3.76307271,61.73307403,1.34391426,1.63729151,2.2129885,53.59109102,6.11395966,55.88039421,2.0003897,3.32626418,3.54290189,1.38716178,3.97750478,5.83810497,5.95806103,6.05101716,4.75330431,49.75459046,8.6727024,47.58808076,9.23781213,4.13217091,46.89728218,30.64846304,30.87251859,8.12448085,30.83460036,40.65986593,14.96166331,12.19782782,8.09578151,28.76881262,42.03866914,52.5021093,7.91036005,56.1495636,1.68250809,2.12794667,3.10208695,46.31422076,2.55867006,47.9398199,1.36187246,9.60267199,16.33740554,6.4741413,57.51965868,3.24703764,13.51349859,13.85743191,4.58533848,20.27252812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_110,63.30814667,3.81366453,45.36021608,0.58374354,45.36021608,44.38975223,49.64524415,47.64135157,2.83939676,1.90017414,24.74395433,39.09203479,1.80375564,9.21999616,0.85350464,3.78785715,5.46795664,1.31848125,48.41014711,44.38975223,45.36021608,44.38975223,9.09690686,44.38975223,3.81366453,1.11098744,3.14270888,50.86632369,2.75914646,1.64349104,1.46080417,4.75566547,4.75566547,0.48484663,50.25003946,49.61997689,0.47013684,3.78776515,0.47013684,3.19955405,2.05913473,2.05913473,45.76381908,3.78776515,47.59230087,47.59230087,2.582584,61.182104,49.75912783,3.81366453,3.81366453,3.81366453,3.81366453,1.22960351,1.22960351,4.05485625,48.21901025,2.76602254,2.59965202,3.78776515,47.59230087,47.59230087,4.10809762,16.09658602,1.04512799,3.29171779,3.29171779,4.58956834,3.29171779,4.58956834,0.47013684,1.04512799,0.68360649,0.58702679,1.29047007,1.04512799,0.47013684,0.81891182,2.85550631,3.29171779,4.58956834,3.29171779,4.58956834,49.58730761,2.20086676,61.35059556,51.02090708,0.39168719,1.93177511,1.90017414,1.99038408,56.04698077,0.34234889,4.0901772,2.81713662,0.47013684,2.42134081,58.05725975,60.56552983,2.03134242,60.80821129,60.61115667,50.37181696,1.28002856,4.30241123,0.79412543,59.75506467,1.42721033,0.798897,58.82599157,58.5026567,1.86621382,47.42216852,3.19955405,2.05913473,2.05913473,1.6660218,1.93903287,4.56118609,0.31245922,10.99541683,1.10613132,1.87106142,2.09549132,3.37798158,6.71397463,0.98148753,0.71903216,0.90000811,64.15772541,0.69791564,0.48484663,1.20337414,3.58867966,0.90619722,3.19955405,2.05913473,2.05913473,2.05913473,48.55852662,0.47013684,37.46615363,0.97901108,1.82992911,2.27848675,3.78776515,3.78776515,2.4346031,3.78776515,37.46615363,47.59230087,47.59230087,47.59230087,3.78776515,2.96012437,3.78776515,50.31423461,13.5252344,2.52203743,5.0813008,61.32643569,1.86621382,1.58973275,0.82751401,1.93177511,45.10362783,2.87149543,1.70446594,1.95582841,47.61840139,61.21771384,59.11182496,0.2217414,3.34258193,49.35463842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_109,50.09682778,8.78611447,1.54638625,1.78306746,1.66397644,1.71932281,48.87566172,48.2592556,4.30437796,3.2113346,6.81471315,6.58308391,4.16663619,5.39136643,4.58703387,47.36103095,49.05000287,2.97304418,48.71087948,1.82698856,1.83148639,1.89386622,2.92357003,1.61381241,7.69264252,4.59928205,2.69876251,4.37332742,44.22942436,3.29754449,3.65312252,2.6588732,3.50461826,4.26896417,51.06619699,49.12499735,3.27111978,51.27879946,2.92623406,2.0415464,2.44718654,4.38075457,1.89935869,50.33562521,48.53493728,48.50781695,3.43006808,57.69807843,45.50723219,10.02528121,5.05428457,6.2417165,44.89918373,26.24577822,15.93675686,25.47377805,8.84389072,48.37998378,38.13305134,49.20108296,6.01981107,2.52867526,35.30648071,19.92664696,4.21104647,4.66653562,4.66653562,5.53652153,4.39153164,4.78872698,2.64816464,3.69963477,2.41900953,2.29289902,4.57214525,2.78679123,2.42138897,4.08775522,4.50306321,4.19925029,4.50996009,4.05139991,4.30430514,50.67564411,3.193407,57.76655452,42.11460832,2.36375553,2.13943585,2.40496684,1.23780902,2.28879158,2.25922244,38.76782878,6.15885561,3.99173422,1.43351383,2.45362623,2.84858948,3.08257701,1.47413624,60.01491826,28.5492033,1.89627028,4.77224424,3.38660509,51.00821189,1.01349566,1.29812197,2.16387448,3.88999984,3.36040792,47.20149011,1.63248779,2.06700848,4.23933586,2.95959818,4.49159668,2.99147278,2.17610008,14.39290029,1.06489872,1.88303982,2.90031208,1.3706153,2.64322974,1.50983213,0.78873184,1.30867352,58.76155003,2.66480237,4.4122199,2.50878378,4.06317305,3.08106566,1.77818111,2.11783743,2.71897346,3.71388345,3.33296258,4.55298668,4.47185974,39.89824321,1.04151091,51.75863699,50.02568045,49.37971157,1.84099232,49.86874071,3.90495889,48.41203218,3.85251361,48.09207744,5.04912309,2.15474121,53.12150554,43.54792629,5.44008479,1.29974419,1.27239447,2.88381242,49.17063757,1.45302471,5.37554044,2.72389013,6.10237912,41.36456973,3.71390642,1.6697001,44.04288421,56.20946343,48.30930656,1.74776991,47.80205824,2.69559008,1.2845842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_108,7.37428451,6.61835283,46.46092758,0.57478281,46.46092758,46.09410342,50.04344762,47.89872871,3.38695557,2.09836771,18.62922444,29.85504901,0.97639622,10.53338165,2.33579152,4.63761909,41.28545775,3.92909408,48.63587905,46.09410342,46.46092758,46.09410342,10.15619731,46.09410342,6.61835283,2.18268328,49.99855003,50.59418948,3.15728976,3.48958918,2.94821407,2.6017932,2.6017932,0.4707795,50.46790103,49.99996495,1.94590891,2.96417082,1.94590891,2.57335396,1.61388553,1.61388553,46.77995087,2.96417082,47.90692669,47.90692669,2.96675872,60.26587999,50.31568802,6.61835283,6.61835283,6.61835283,6.61835283,1.19647308,1.19647308,3.65328033,2.27824317,2.40695523,40.95387808,2.96417082,47.90692669,47.90692669,2.66755074,16.44919363,2.26436767,2.0833593,2.0833593,2.71946872,2.0833593,2.71946872,1.94590891,2.26436767,1.60678193,1.63124143,2.89839398,2.26436767,1.94590891,0.79678239,1.73739904,2.0833593,2.71946872,2.0833593,2.71946872,49.95421532,1.54302204,60.29086159,51.00702388,0.22486809,2.22648035,2.09836771,2.17862041,55.82029982,1.17161072,3.80178918,40.43439773,1.94590891,1.59441966,58.04445166,73.33409012,1.20716913,59.44407247,59.60235391,51.72372438,2.60548612,1.24981676,0.77324113,59.75668855,2.8481046,1.56954355,57.86234104,58.70882037,2.40535264,46.86938076,2.57335396,1.61388553,1.61388553,2.10919048,2.15427859,4.33106376,0.45525372,4.08872642,2.30309761,1.99356692,2.07106299,4.0852358,5.01712043,0.94160277,1.64636587,1.86225765,4.49524964,0.67363421,0.4707795,1.23348945,4.3573851,0.914226,2.57335396,1.61388553,1.61388553,1.61388553,48.79828766,1.94590891,42.82033231,2.10523508,1.52002487,2.48860645,2.96417082,2.96417082,47.51376448,2.96417082,42.82033231,47.90692669,47.90692669,47.90692669,2.96417082,2.64921026,2.96417082,50.58759702,14.39571636,2.8074404,2.85358017,60.50926406,2.40535264,2.09640689,0.52684751,2.22648035,47.03468456,44.37591863,4.4930202,10.49519603,47.92953112,60.43998098,66.43079295,0.29371831,45.50853296,49.539575,0.40430081,2.45826317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_107,4.07247111,5.14664917,49.19734776,0.89745132,49.19734776,49.24859945,36.50406788,48.02883026,3.49277484,1.27693731,0.45278874,2.28479438,3.82455373,8.54356885,8.62713616,4.54454309,49.99011897,48.1323137,45.92008802,49.24859945,49.19734776,49.24859945,40.57162396,49.24859945,5.14664917,1.82736969,49.27364206,49.81645752,1.72408144,42.37485207,6.78778269,4.3498396,4.3498396,0.23149909,48.46019166,31.33442672,28.65085956,45.41083866,28.65085956,3.82077275,2.92342626,2.92342626,49.36968665,45.41083866,43.6261629,43.6261629,3.02742669,60.69930587,49.77635612,5.14664917,5.14664917,5.14664917,5.14664917,0.79558545,0.79558545,3.60275486,49.2404872,2.88838307,38.51986649,45.41083866,43.6261629,43.6261629,4.70179502,3.87283992,4.97325588,57.95771071,57.95771071,57.98131653,57.95771071,57.98131653,28.65085956,4.97325588,2.97166223,32.27252193,8.05584947,4.97325588,28.65085956,0.51057698,23.35957047,57.95771071,57.98131653,57.95771071,57.98131653,29.78718327,3.66671676,60.80198435,51.93928632,0.60120218,1.15398064,1.27693731,2.40333247,2.95434338,2.365314,45.03468059,37.79186187,28.65085956,4.40472895,58.97977893,59.4836301,6.99069893,57.66140513,60.12569131,52.44632735,4.91197389,4.01780146,0.4983747,62.21234041,4.88042195,2.80220853,2.78982415,60.20061109,5.87947884,4.53674165,3.82077275,2.92342626,2.92342626,2.55868899,1.28527495,49.13910638,1.02786478,8.94658851,3.8325644,2.18200989,1.54359994,2.20086676,2.96043168,0.44824356,3.18400654,2.92516951,57.1749378,0.33134728,0.23149909,1.44662062,1.87472339,1.20337414,3.82077275,2.92342626,2.92342626,2.92342626,48.86953873,28.65085956,48.53571727,2.62719695,4.28070989,2.65181161,45.41083866,45.41083866,47.8397428,45.41083866,48.53571727,43.6261629,43.6261629,43.6261629,45.41083866,7.55665596,45.41083866,50.18959203,7.91181564,2.95095237,53.38038384,60.86305131,5.87947884,3.55384136,1.23554943,1.15398064,50.20255805,48.63391622,47.29524459,7.56727373,50.24922158,59.63950274,61.0926918,0.66051869,49.019974,2.58125371,0.94626567,5.78867061,0.91963514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_106,1.96380658,11.63874475,49.38153514,0.90518586,49.38153514,49.4320382,43.75421397,48.28123153,3.53724835,1.11613299,2.09024197,1.00229061,5.02106455,9.51413155,15.65550026,4.67828389,50.36727232,48.38222449,45.78459429,49.4320382,49.38153514,49.4320382,39.26336127,49.4320382,11.63874475,2.19544508,49.94145134,50.42570056,1.54417896,36.15754557,4.24635935,2.34367126,2.34367126,0.22313711,48.41383936,43.28252326,29.20906676,45.11043448,29.20906676,3.86485058,2.92502963,2.92502963,49.55472206,45.11043448,43.2670736,43.2670736,3.4610904,59.56286588,50.51189172,11.63874475,11.63874475,11.63874475,11.63874475,0.79661621,0.79661621,5.52790524,49.50848021,2.50902878,43.15783051,45.11043448,43.2670736,43.2670736,4.8201986,3.47688262,6.29474037,5.48005901,5.48005901,57.98716992,5.48005901,57.98716992,29.20906676,6.29474037,3.33423873,33.15520402,10.2457811,6.29474037,29.20906676,0.50114101,18.85854661,5.48005901,57.98716992,5.48005901,57.98716992,43.04520544,3.72454333,59.62371991,53.94035612,0.59249065,0.95744137,1.11613299,2.38393487,2.39600731,2.61010549,45.58398641,42.74621264,29.20906676,6.16154527,58.95417699,56.34153415,59.17328431,57.70883711,58.88542136,52.65708899,4.11498331,3.73204953,0.48901427,61.5101686,4.29020685,2.79790635,2.45873418,58.73595344,6.16279376,4.23066175,3.86485058,2.92502963,2.92502963,2.18193187,1.1209028,49.36904473,1.0522651,12.77917588,3.46408556,2.16255556,1.63980253,1.54302204,1.71544281,0.43023506,3.65445418,2.74641739,57.17397484,0.31786079,0.22313711,1.42358345,1.63868436,1.23348945,3.86485058,2.92502963,2.92502963,2.92502963,49.10582931,29.20906676,48.76422831,2.30169257,4.38447272,2.6426172,45.11043448,45.11043448,47.78415792,45.11043448,48.76422831,43.2670736,43.2670736,43.2670736,45.11043448,4.5342442,45.11043448,50.7300243,7.59528782,2.95332622,53.36837867,59.92102864,6.16279376,4.18922333,1.30004064,0.95744137,50.42082785,48.83725255,47.54585466,13.7337793,51.31284323,59.64875577,60.31005306,0.65435388,49.21897987,2.3257232,0.95810692,6.56095421,0.92928076,0.37041159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_105,4.53194906,22.45264229,47.46036078,0.70463422,47.46036078,47.54600473,46.06868596,44.46461575,1.12227404,1.42304669,2.08899982,1.20855192,1.72538921,12.01376033,2.76912339,1.64532981,46.06868596,4.97979269,47.70475084,47.54600473,47.46036078,47.54600473,5.25699158,47.54600473,22.45264229,2.23755091,50.23878665,50.69331963,1.89862104,3.30944661,2.81141853,3.40645357,3.40645357,0.19356639,49.35118038,46.19738046,2.48849741,1.34907852,2.48849741,1.34306126,0.86130849,0.86130849,47.71945693,1.34907852,3.46343496,3.46343496,1.94523415,58.60407526,50.81372532,22.45264229,22.45264229,22.45264229,22.45264229,0.61533286,0.61533286,9.68828622,49.33381642,2.32918124,45.12335553,1.34907852,3.46343496,3.46343496,1.04734207,5.45235153,2.61924357,2.5100847,2.5100847,3.59554288,2.5100847,3.59554288,2.48849741,2.61924357,1.95543056,2.27719281,3.2522882,2.61924357,2.48849741,0.41738751,1.38351723,2.5100847,3.59554288,2.5100847,3.59554288,46.6544498,1.22099418,58.65792975,52.88058476,0.4734827,1.3328681,1.42304669,0.91526289,2.85415181,1.57220542,22.82168301,44.72684586,2.48849741,2.30431229,1.93029519,55.37113655,1.9307556,57.71238674,58.06832927,51.6066851,2.51774881,4.99290721,0.40966567,60.68786622,2.75348755,1.14563386,2.52455209,57.75651593,1.5545904,3.81421586,1.34306126,0.86130849,0.86130849,1.80151641,1.43511862,46.43318006,0.73963811,41.37433377,2.23521825,0.97422881,1.09821259,1.77740938,2.23806634,0.32416188,2.00366593,1.82354864,?,0.25897939,0.19356639,0.66332027,2.11141867,0.95135106,1.34306126,0.86130849,0.86130849,0.86130849,46.25073589,2.48849741,45.65843892,2.1686945,1.40647643,1.16974786,1.34907852,1.34907852,48.52288578,1.34907852,45.65843892,3.46343496,3.46343496,3.46343496,1.34907852,3.69853552,1.34907852,50.95915937,4.79716623,1.25380231,2.88340471,58.87520783,1.5545904,2.16084478,0.86379459,1.3328681,48.51731045,46.31438931,5.46636843,36.99932736,6.77207212,59.67834326,58.97402964,0.52000893,46.97805496,2.35303411,0.73535869,1.8983853,0.71721056,0.44943519,0.43709856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
