,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_70,51.94284163,8.32467169,50.96622686,3.65322238,5.87175164,2.62553194,57.55842802,51.88325341,51.88325341,49.64164314,52.19264802,52.08745173,14.72388188,46.71637472,5.9826903,10.63830416,37.09667774,2.98920508,57.47101174,4.29719136,53.49722631,58.16715074,3.32676969,52.19264802,11.27598183,58.29607829,52.15214329,59.81392209,1.56785636,6.7495269,15.54134183,9.69881925,50.01134876,52.19231818,51.64772801,49.73610844,49.53751805,13.41733403,49.9637595,4.18835562,1.70587256,6.88198773,48.92336088,5.36146393,47.77437606,11.43967667,6.15260492,3.76472904,2.07270379,6.88198773,50.58829726,6.88198773,2.3881375,57.99223499,51.35292649,45.8056061,4.9422652,6.88198773,52.19264802,58.23316364,57.63869694,49.9637595,56.99189567,4.29719136,2.80658857,52.32564691,51.88325341,2.5300295,59.58532498,52.19264802,52.19264802,3.44749543,24.81837051,57.87832579,2.57325941,51.34544285,9.1749695,9.51463206,47.38073169,57.87832579,58.36753578,58.23316364,58.23316364,58.22415185,4.97446508,6.78598929,47.88726115,48.64849636,51.88325341,12.48289508,50.26173531,52.08745173,58.12597266,58.12597266,57.41757245,47.68328657,51.27005835,4.29719136,4.29719136,2.67357009,52.41569483,49.9637595,58.22553468,12.17313185,50.94854006,51.30349359,51.30349359,51.94284163,4.55819789,51.34801916,4.29719136,53.12339656,9.97552859,49.33788054,9.53887442,61.25726305,9.53887442,10.78943307,10.48643863,4.7217098,9.69357324,47.1420929,2.52885806,2.7082054,52.62858107,48.0009812,47.68328657,45.71699854,48.45758268,49.9637595,8.06440462,57.63869694,56.99189567,52.62858107,51.88325341,51.30349359,48.76242982,57.47905712,51.30349359,51.94093088,52.08745173,5.32609176,57.47101174,57.98173649,56.87931351,51.34544285,58.3243279,51.88325341,51.88325341,0.5654415,51.88325341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_69,10.56234791,4.19894745,3.11282811,1.49551018,2.13143111,0.99430738,7.30180924,7.51603564,6.7426558,7.0838964,47.59779473,4.68455942,47.28341967,48.1829296,5.40315765,2.79144479,2.05098631,6.48236897,58.95509242,1.73906353,2.04946555,56.41617592,3.69055954,49.84018588,2.119322,1.06726428,5.03742901,6.05137897,3.31137054,1.8725771,46.05711182,5.02695483,47.71713561,52.86337992,5.22818192,51.42916063,46.43855338,1.72243523,49.30624228,3.89076267,2.89773998,4.82977655,4.74045497,4.77895276,3.47221499,1.85450502,4.76300865,4.62557912,2.27897572,5.38880192,5.55361568,4.82977655,49.11757652,2.37339639,51.45630223,2.38833807,4.30360219,5.38880192,7.40031434,57.4569707,8.44353555,47.7447463,6.47803713,1.45455477,4.73619763,3.77132699,6.7426558,3.04043852,56.87911763,47.59779473,7.40031434,10.13892767,49.32233411,57.55113548,4.45108519,50.02654441,1.73365814,1.0189885,1.22997269,57.55113548,57.85101398,57.55912815,56.94125167,17.66474203,4.21151399,1.28031159,3.22348182,3.49275774,6.7426558,3.07587092,45.14857066,2.03471603,4.82097231,4.82097231,58.87806705,3.92017689,4.50484012,1.79485266,1.73906353,1.17134289,2.16061919,46.6444287,58.85868711,0.97502329,1.54670892,8.61449802,9.47589192,8.51347881,2.13750322,50.71008098,1.09517595,5.51945673,6.68613409,46.76412531,1.18157804,58.71291642,1.18157804,2.82341527,2.67000258,2.13115857,2.73196942,2.52718136,42.29405002,1.79500563,51.5418466,44.13275736,3.92017689,47.97899042,48.91925746,46.6444287,8.59037757,8.60128352,6.64745568,51.00892955,7.51603564,10.24465646,5.62103758,58.78801529,8.61449802,51.13384906,3.61113148,3.06734946,58.23552589,59.11945744,59.11945744,50.02654441,5.62738138,7.51603564,7.51603564,2.23374507,7.44017657,2.77952987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_68,30.09829276,50.71232821,25.68659042,13.93100424,14.36412016,16.35363973,55.91310325,2.33046609,2.69797562,6.28154667,25.84012359,34.15065686,6.48312415,47.33430401,1.62498777,45.01438808,3.06449738,46.72028277,56.99285596,18.23860352,21.08661046,52.09245283,48.87070143,39.13222433,18.48312519,53.24108347,2.35707831,2.96586448,4.16373379,22.88348023,48.07312163,6.57683007,17.7501616,26.50197642,28.88646768,45.98271699,19.51106732,16.56712001,26.71157311,43.97862438,12.12538202,3.18402394,50.42271732,4.91841464,5.30369471,55.90063394,50.5375636,46.82770363,48.91627436,2.99799468,1.90302604,3.18402394,45.78915457,6.12397921,1.88525243,4.06747176,7.90576134,1.19673732,24.80084857,54.98305137,2.94541534,21.93861369,3.75831802,17.40825636,44.84258192,16.15180927,3.54502258,50.08146115,50.80943433,25.84012359,27.71817309,55.53828056,45.41401095,55.05842259,50.50428421,49.88893723,2.89850626,46.6244896,46.6244896,54.96896316,54.98305137,55.1452486,54.98305137,2.65821103,3.95108215,5.24705555,6.31557933,18.44868679,2.69797562,24.55713338,50.12972374,26.85984678,57.8694464,57.8694464,57.43233795,4.91761694,52.04582401,20.95206412,17.07931589,39.84780466,13.86983875,27.42624891,57.58913035,43.45622008,47.77806747,21.86555924,47.86552685,48.35341782,44.85710821,47.93188794,46.2911519,30.90308887,4.48454819,2.90777213,16.73411696,4.18714508,17.18269926,49.92132988,44.14722619,46.43824267,47.87668212,45.17734245,6.43407355,6.63361835,0.3609783,0.000001,5.39469666,49.29144033,43.61065944,22.77309246,1.09826609,5.04445547,11.88630595,0.3609783,3.15180029,25.68659042,12.97110831,56.89777604,47.93188794,51.88999406,25.77405253,48.5008809,55.44491442,56.99285596,56.99285596,49.70172144,57.69037794,2.14194574,2.65358923,47.20424022,2.8653716,48.0009812,44.13275736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_67,4.07946242,1.77501913,2.9767917,7.3423785,6.66110166,7.19613935,2.01397886,56.75734694,56.21617298,0.32652119,3.16282851,2.09501115,3.45964792,47.24162664,13.43462958,47.1535438,51.8822125,41.21680127,7.75000743,5.6946762,13.70212173,7.44818107,48.34669489,3.89741479,8.53166055,3.72963527,4.02209895,5.19372793,1.58328812,8.967385,6.18047524,6.94670152,5.37354342,4.71275554,2.82767515,51.13675944,9.28988856,7.61092015,46.72472291,3.031431,2.72742833,2.71336947,1.87532389,3.33454757,3.66801311,5.31759434,47.41839735,44.88106324,49.77897956,2.99622165,3.11237164,2.71336947,52.46687709,51.98714078,4.40391446,7.69861275,3.8828672,2.99622165,2.64716529,6.78262155,3.12039883,42.46752434,1.93274969,6.37540349,17.14132554,57.51117323,56.21617298,6.85366384,14.86072204,3.16282851,2.64716529,55.85373007,7.14712717,7.52565685,48.8620036,2.78247635,5.25020173,6.81529747,4.43496033,7.52565685,8.41275667,7.5769193,6.78262155,12.73767873,4.33195056,7.84781546,5.16598275,5.54249745,56.21617298,7.27403664,2.66477537,2.09501115,5.84729319,5.84729319,8.3560112,6.12704082,7.27115848,5.27689004,5.6946762,3.95058942,8.92677563,15.69538594,8.23208872,7.04206615,3.01548256,4.46424715,4.53305725,3.51269631,47.76704438,3.64918915,5.63565996,57.64947185,4.5963714,43.98006097,5.88441341,9.46538329,5.88441341,49.41225738,49.09315559,50.19090519,49.56365201,48.66789498,51.19725474,51.21095223,2.94523693,9.20651915,6.12704082,48.97063357,3.64575749,15.69538594,9.12949285,3.72370017,2.52298237,2.94523693,56.75734694,4.89797538,0.4974732,7.51952514,4.46424715,6.15858515,2.28957715,45.70589226,6.41201773,7.90127794,8.9610232,2.78247635,1.05311892,56.75734694,56.75734694,5.99401211,56.14760257,48.9604251,6.22000844,9.20651915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_66,6.50900843,6.1391521,4.20821044,4.33690066,3.97003935,3.89462176,10.35787771,7.05579475,6.53511796,3.8177354,4.84599663,3.8062449,9.91704994,1.71133961,52.10285285,49.18767002,9.18092777,50.98757343,51.08757807,2.48815457,7.8472771,48.44584002,49.61292336,8.1618764,5.90619662,5.87765041,2.44165383,4.44222865,6.0035869,6.50259493,6.78671666,51.72630071,7.95878827,15.91483283,6.32405377,6.15257367,11.29283607,7.01789231,5.9840748,3.00452406,7.1449666,3.85787134,3.30255293,5.81858039,3.35051958,4.13776549,50.99925874,52.68026892,51.18285259,4.46553787,3.70229002,3.10769551,47.3001874,10.63232497,9.92721637,1.53628378,2.15840455,3.77592416,7.74089936,5.87614359,6.3454113,5.90187735,6.94496414,3.55610425,4.27586654,33.1640733,6.64353969,0.15669108,4.97283568,4.82372479,8.6728665,13.18323362,45.75394643,50.01702041,6.41824161,49.74571832,8.96608327,5.08547946,5.62028248,46.76281889,5.27848694,5.70954305,5.87614359,11.15577951,1.84914756,5.94233222,4.15672251,3.53236734,6.11342332,5.33506028,49.44094054,5.16317742,4.58289606,6.2789138,51.93893305,0.05561963,2.51500145,2.89311676,2.65290189,2.17253588,6.33269002,5.31008412,32.25582017,5.30083345,4.80857201,7.52247581,6.57083435,5.7086985,9.7234301,9.35733898,1.88351262,7.01650144,5.24675105,3.9270195,3.14197406,13.23173377,3.12109503,8.62874852,8.55692474,6.01709402,8.6868708,4.56317926,6.13557679,3.73043976,3.29228549,5.70591207,0.06354592,3.07010626,46.78147476,6.57799716,52.1710624,6.46940065,7.07837414,3.29228549,6.43222247,7.63847307,4.72343399,51.93893305,6.55509553,2.96999328,5.63949866,53.34345738,50.06208652,51.19930982,51.93893305,12.78186157,6.781572,6.6111924,5.96131503,5.91411916,7.0016679,48.86951259,4.39428829,6.89283805,4.04187926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_65,45.22406897,8.90590082,5.98558192,4.0753447,3.09663728,3.6916948,6.35253526,5.20931188,4.52816194,5.43110336,5.0316383,3.95114118,6.14667895,1.9302482,51.93936876,?,7.19515113,50.70209455,28.38145346,2.00189209,7.04060097,30.65566438,4.60077044,8.64526326,5.75034566,3.31097244,3.18705399,4.29148063,3.87820811,6.0512088,11.26413016,51.32807293,34.21234508,46.91954772,7.80491575,7.78474582,17.38725283,6.24111799,5.91524784,5.52660278,5.98898365,3.17870629,2.68553383,10.37245349,2.22684101,5.92292069,50.5395808,52.40071196,50.25380951,3.78818517,4.65422511,4.18917667,47.32987204,8.79089675,9.52272226,1.74542798,2.17120224,5.20784527,8.10313052,4.01568918,4.66159991,5.83700016,4.9341145,2.69860735,5.25124326,29.34257432,5.3316389,0.15862595,3.18665651,5.01600583,9.11238598,12.35758821,23.84880219,29.44977229,6.35612377,52.01486232,6.53677481,4.25136154,4.52365996,14.1850488,3.66265295,3.51828668,4.01568918,7.4183049,1.41855098,5.55525082,6.35935931,5.54046566,4.57327932,5.22192788,52.54436016,5.38415926,4.3145126,5.78498532,33.89823638,0.05606154,2.91376189,2.26216227,2.16527542,1.72140994,5.79828021,5.25444915,7.26164854,5.02941767,5.89005542,45.85032609,13.60867901,10.98057384,8.86688688,22.40443649,1.30868508,5.11658936,10.56406262,3.7092537,4.18865534,8.67085371,4.12379925,7.42932324,7.69910732,5.68055697,7.46937228,4.40594034,5.29902553,3.37087738,5.20600543,3.89084353,0.06415514,3.95442491,49.04765339,6.51462114,51.97940854,4.77290583,5.05482448,5.20600543,4.77077444,47.23550391,6.78100533,33.89823638,13.55016079,4.37143989,5.83715274,52.80965197,26.08249012,29.74253954,33.89823638,51.61469158,4.02808668,4.54235502,3.77762692,5.51206853,5.54726616,47.68328657,3.92017689,4.91761694,6.12704082,0.11101536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_64,45.22406897,8.90590082,5.98558192,4.0753447,3.09663728,3.6916948,6.35253526,5.20931188,4.52816194,5.43110336,8.96070805,6.38528099,6.14667895,1.9302482,51.93936876,?,7.19515113,50.70209455,28.38145346,2.00189209,7.04060097,30.65566438,50.24538414,20.0377481,5.75034566,5.58761256,2.6156221,5.10088981,6.3993008,6.0512088,10.44292075,51.32807293,34.21234508,46.91954772,7.80491575,7.78474582,17.38725283,6.24111799,45.64630692,7.48706634,5.98898365,6.87065754,5.69355612,10.83093601,2.32442211,7.06047655,50.5395808,52.40071196,50.25380951,7.50224059,5.7946156,5.6457774,46.28936366,8.79089675,17.19491047,2.09292481,2.75848951,6.43280887,15.71652424,4.01568918,4.66159991,43.15302976,4.9341145,2.69860735,3.46136284,29.34257432,5.3316389,0.15870568,3.18665651,9.06768632,19.5490961,10.42606864,46.74291161,29.44977229,4.91065862,52.01486232,6.53677481,4.25136154,4.52365996,14.1850488,3.66265295,3.51828668,4.01568918,6.57204892,1.90624711,5.55525082,6.35935931,5.54046566,4.57327932,5.22192788,52.54436016,8.52415853,3.64229741,4.85808918,33.89823638,0.05669729,3.12358932,2.26216227,2.16527542,1.72140994,5.79828021,37.42002492,5.02889497,5.02941767,5.89005542,45.85032609,13.60867901,10.98057384,8.86688688,22.40443649,1.30868508,5.11658936,10.56406262,3.7092537,4.18865534,8.67085371,4.12379925,7.42932324,7.69910732,5.68055697,7.46937228,4.40594034,5.29902553,3.37087738,5.20600543,3.89084353,0.06491638,3.95442491,48.53305813,40.90367678,51.97940854,4.77290583,5.05482448,5.20600543,4.77077444,47.23550391,6.78100533,33.89823638,13.55016079,4.37143989,8.6342047,52.80965197,26.08249012,29.74253954,33.89823638,51.61469158,4.02808668,4.54235502,3.77762692,5.51206853,5.54726616,47.68328657,3.92017689,4.91761694,6.12704082,0.11158127,0.11279403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_63,45.22406897,8.90590082,5.98558192,4.0753447,3.09663728,3.6916948,6.35253526,5.20931188,4.52816194,5.43110336,15.80518796,7.85373001,6.14667895,1.9302482,51.93936876,?,7.19515113,50.70209455,28.38145346,2.00189209,7.04060097,30.65566438,50.75883455,40.45411531,5.75034566,6.46058698,2.92909038,5.58613493,7.51422736,6.0512088,14.28074568,51.32807293,34.21234508,46.91954772,7.80491575,7.78474582,17.38725283,6.24111799,45.64630692,9.5371208,5.98898365,7.86977945,6.2354621,13.97595608,2.19765449,7.7947401,50.5395808,52.40071196,50.25380951,8.57285977,6.34129435,6.43685282,48.88887411,8.79089675,7.01594814,2.11253714,2.84079255,7.29518289,26.18708304,4.01568918,4.66159991,43.15302976,4.9341145,2.69860735,4.55388682,29.34257432,5.3316389,0.15208263,3.18665651,16.09827384,36.78998527,4.57226756,43.09482813,29.44977229,6.24768414,52.01486232,6.53677481,4.25136154,4.52365996,14.1850488,3.66265295,3.51828668,4.01568918,8.16112774,2.41334415,5.55525082,6.35935931,5.54046566,4.57327932,5.22192788,52.54436016,10.3208251,3.32669504,4.68408159,33.89823638,0.05371859,3.43568118,2.26216227,2.16527542,1.72140994,5.79828021,37.42002492,6.45729529,5.02941767,5.89005542,45.85032609,13.60867901,10.98057384,8.86688688,22.40443649,1.30868508,5.11658936,10.56406262,3.7092537,4.18865534,8.67085371,4.12379925,7.42932324,7.69910732,5.68055697,7.46937228,4.40594034,5.29902553,3.37087738,5.20600543,3.89084353,0.06109471,3.95442491,48.19554037,40.90367678,51.97940854,4.77290583,5.05482448,5.20600543,4.77077444,47.23550391,6.78100533,33.89823638,13.55016079,4.37143989,10.31435786,52.80965197,26.08249012,29.74253954,33.89823638,51.61469158,4.02808668,4.54235502,3.77762692,5.51206853,5.54726616,47.68328657,3.92017689,4.91761694,6.12704082,0.1063176,0.10740101,0.04999337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_62,45.22406897,8.90590082,5.98558192,4.0753447,3.09663728,3.6916948,6.35253526,5.20931188,4.52816194,5.43110336,6.60579176,4.84928967,6.14667895,1.9302482,51.93936876,?,7.19515113,50.70209455,28.38145346,2.00189209,7.04060097,30.65566438,50.46657424,19.15577365,5.75034566,4.5799277,2.71690891,3.59249198,4.58624687,6.0512088,9.01687381,51.32807293,34.21234508,46.91954772,7.80491575,7.78474582,17.38725283,6.24111799,45.64630692,4.74100241,5.98898365,4.79627061,3.97837294,8.6936993,2.40503532,5.28943882,50.5395808,52.40071196,50.25380951,5.59178735,4.3054359,3.6784115,48.67929217,8.79089675,18.17636444,1.49782993,2.04992637,4.54379926,14.51494853,4.01568918,4.66159991,43.15302976,4.9341145,2.69860735,4.37280326,29.34257432,5.3316389,0.11589108,3.18665651,6.66101808,18.71723512,11.21555546,47.96711075,29.44977229,5.44062024,52.01486232,6.53677481,4.25136154,4.52365996,14.1850488,3.66265295,3.51828668,4.01568918,7.18410019,2.16346583,5.55525082,6.35935931,5.54046566,4.57327932,5.22192788,52.54436016,7.0738352,2.90367422,3.99159587,33.89823638,0.000001,2.73540305,2.26216227,2.16527542,1.72140994,5.79828021,37.42002492,3.33607328,5.02941767,5.89005542,45.85032609,13.60867901,10.98057384,8.86688688,22.40443649,1.30868508,5.11658936,10.56406262,3.7092537,4.18865534,8.67085371,4.12379925,7.42932324,7.69910732,5.68055697,7.46937228,4.40594034,5.29902553,3.37087738,5.20600543,3.89084353,0.000001,3.95442491,49.49126062,40.90367678,51.97940854,4.77290583,5.05482448,5.20600543,4.77077444,47.23550391,6.78100533,33.89823638,13.55016079,4.37143989,7.38438037,52.80965197,26.08249012,29.74253954,33.89823638,51.61469158,4.02808668,4.54235502,3.77762692,5.51206853,5.54726616,47.68328657,3.92017689,4.91761694,6.12704082,0.06131878,0.06187785,0.06260489,0.05902756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_61,45.22406897,8.90590082,5.98558192,4.0753447,3.09663728,3.6916948,6.35253526,5.20931188,4.52816194,5.43110336,6.60579176,4.84928967,6.14667895,1.9302482,51.93936876,?,7.19515113,50.70209455,28.38145346,2.00189209,7.04060097,30.65566438,50.46657424,19.15577365,5.75034566,4.5799277,2.71690891,3.59249198,4.79723309,6.0512088,9.01687381,51.32807293,34.21234508,46.91954772,7.80491575,7.78474582,17.38725283,6.24111799,45.64630692,4.74100241,5.98898365,4.79627061,3.97837294,8.6936993,2.40503532,5.28943882,50.5395808,52.40071196,50.25380951,5.59178735,4.3054359,3.6784115,47.891399,8.79089675,18.17636444,1.49782993,2.04992637,4.54379926,14.51494853,4.01568918,4.66159991,43.15302976,4.9341145,2.69860735,4.00273777,29.34257432,5.3316389,0.10762806,3.18665651,6.66101808,18.71723512,10.96141229,47.59209504,29.44977229,5.16699934,52.01486232,6.53677481,4.25136154,4.52365996,14.1850488,3.66265295,3.51828668,4.01568918,6.89688429,2.16346583,5.55525082,6.35935931,5.54046566,4.57327932,5.22192788,52.54436016,7.0738352,3.2736842,4.36327318,33.89823638,0.000001,2.73540305,2.26216227,2.16527542,1.72140994,5.79828021,37.42002492,4.0860974,5.02941767,5.89005542,45.85032609,13.60867901,10.98057384,8.86688688,22.40443649,1.30868508,5.11658936,10.56406262,3.7092537,4.18865534,8.67085371,4.12379925,7.42932324,7.69910732,5.68055697,7.46937228,4.40594034,5.29902553,3.37087738,5.20600543,3.89084353,0.000001,3.95442491,49.0862894,40.90367678,51.97940854,4.77290583,5.05482448,5.20600543,4.77077444,47.23550391,6.78100533,33.89823638,13.55016079,4.37143989,7.38438037,52.80965197,26.08249012,29.74253954,33.89823638,51.61469158,4.02808668,4.54235502,3.77762692,5.51206853,5.54726616,47.68328657,3.92017689,4.91761694,6.12704082,0.05671141,0.05717461,0.05782831,0.0547375,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_60,45.22406897,8.90590082,5.98558192,4.0753447,3.09663728,3.6916948,6.35253526,5.20931188,4.52816194,5.43110336,6.60579176,4.84928967,6.14667895,1.9302482,51.93936876,?,7.19515113,50.70209455,28.38145346,2.00189209,7.04060097,30.65566438,50.46657424,19.15577365,5.75034566,4.5799277,2.71690891,3.59249198,5.1225809,6.0512088,9.01687381,51.32807293,34.21234508,46.91954772,7.80491575,7.78474582,17.38725283,6.24111799,45.64630692,4.74100241,5.98898365,4.79627061,3.97837294,8.6936993,2.40503532,5.28943882,50.5395808,52.40071196,50.25380951,5.59178735,4.3054359,3.6784115,46.96987094,8.79089675,18.17636444,1.49782993,2.04992637,4.54379926,14.51494853,4.01568918,4.66159991,43.15302976,4.9341145,2.69860735,4.79433937,29.34257432,5.3316389,0.22865896,3.18665651,6.66101808,18.71723512,10.96141229,46.58771848,29.44977229,5.30969393,52.01486232,6.53677481,4.25136154,4.52365996,14.1850488,3.66265295,3.51828668,4.01568918,6.89688429,2.16346583,5.55525082,6.35935931,5.54046566,4.57327932,5.22192788,52.54436016,7.0738352,3.16582423,5.74348115,33.89823638,0.12248013,2.73540305,2.26216227,2.16527542,1.72140994,5.79828021,37.42002492,5.13181458,5.02941767,5.89005542,45.85032609,13.60867901,10.98057384,8.86688688,22.40443649,1.30868508,5.11658936,10.56406262,3.7092537,4.18865534,8.67085371,4.12379925,7.42932324,7.69910732,5.68055697,7.46937228,4.40594034,5.29902553,3.37087738,5.20600543,3.89084353,0.14183574,3.95442491,48.29611707,40.90367678,51.97940854,4.77290583,5.05482448,5.20600543,4.77077444,47.23550391,6.78100533,33.89823638,13.55016079,4.37143989,7.38438037,52.80965197,26.08249012,29.74253954,33.89823638,51.61469158,4.02808668,4.54235502,3.77762692,5.51206853,5.54726616,47.68328657,3.92017689,4.91761694,6.12704082,0.18090268,0.18369068,0.18335721,0.17495316,0.000001,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_59,45.22406897,8.90590082,5.98558192,4.0753447,3.09663728,3.6916948,6.35253526,5.20931188,4.52816194,5.43110336,6.60579176,4.84928967,6.14667895,1.9302482,51.93936876,?,7.19515113,50.70209455,28.38145346,2.00189209,7.04060097,30.65566438,50.46657424,19.15577365,5.75034566,4.5799277,2.71690891,3.59249198,5.29266479,6.0512088,9.01687381,51.32807293,34.21234508,46.91954772,7.80491575,7.78474582,17.38725283,6.24111799,45.64630692,4.74100241,5.98898365,4.79627061,3.97837294,8.6936993,2.40503532,5.28943882,50.5395808,52.40071196,50.25380951,5.59178735,4.3054359,3.6784115,47.85879024,8.79089675,18.17636444,1.49782993,2.04992637,4.54379926,14.51494853,4.01568918,4.66159991,43.15302976,4.9341145,2.69860735,4.53030141,29.34257432,5.3316389,0.1046309,3.18665651,6.66101808,18.71723512,10.96141229,47.61991519,29.44977229,5.54706192,52.01486232,6.53677481,4.25136154,4.52365996,14.1850488,3.66265295,3.51828668,4.01568918,6.89688429,2.16346583,5.55525082,6.35935931,5.54046566,4.57327932,5.22192788,52.54436016,7.0738352,3.78801165,4.71398775,33.89823638,0.000001,2.73540305,2.26216227,2.16527542,1.72140994,5.79828021,37.42002492,4.87904824,5.02941767,5.89005542,45.85032609,13.60867901,10.98057384,8.86688688,22.40443649,1.30868508,5.11658936,10.56406262,3.7092537,4.18865534,8.67085371,4.12379925,7.42932324,7.69910732,5.68055697,7.46937228,4.40594034,5.29902553,3.37087738,5.20600543,3.89084353,0.000001,3.95442491,48.94548295,40.90367678,51.97940854,4.77290583,5.05482448,5.20600543,4.77077444,47.23550391,6.78100533,33.89823638,13.55016079,4.37143989,7.38438037,52.80965197,26.08249012,29.74253954,33.89823638,51.61469158,4.02808668,4.54235502,3.77762692,5.51206853,5.54726616,47.68328657,3.92017689,4.91761694,6.12704082,0.05505606,0.05548747,0.0561143,0.05319112,0.000001,0.000001,0.05417109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
