response,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21
5195.712,8.0,2.0,7.0,17.0,13.0,19.0,16.0,20.0,20.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14565.66,4.0,8.0,7.0,4.0,10.0,10.0,14.0,3.0,19.0,20.0,15.0,8.0,15.0,8.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
7473.96,16.0,20.0,15.0,14.0,15.0,6.0,1.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2515.524,20.0,16.0,16.0,17.0,11.0,3.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6768.36,20.0,7.0,7.0,13.0,3.0,3.0,10.0,10.0,1.0,1.0,16.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4297.872,20.0,2.0,1.0,11.0,17.0,7.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8843.16,1.0,13.0,11.0,19.0,14.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9377.82,6.0,6.0,11.0,7.0,3.0,11.0,11.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12043.14,11.0,11.0,11.0,16.0,1.0,7.0,20.0,7.0,16.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6719.16,20.0,16.0,18.0,8.0,15.0,3.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9324.54,11.0,10.0,4.0,20.0,1.0,20.0,7.0,19.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8668.44,3.0,4.0,11.0,19.0,14.0,2.0,6.0,7.0,8.0,20.0,15.0,13.0,7.0,3.0,17.0,20.0,2.0,12.0,0.0,0.0,0.0,0.0
4859.538,17.0,19.0,11.0,6.0,7.0,9.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10722.06,16.0,19.0,3.0,6.0,20.0,3.0,11.0,4.0,14.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6373.14,20.0,14.0,9.0,11.0,6.0,15.0,20.0,8.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9252.42,17.0,10.0,7.0,7.0,1.0,17.0,15.0,14.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7573.86,15.0,20.0,16.0,1.0,20.0,19.0,10.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10976.76,14.0,4.0,17.0,16.0,17.0,18.0,1.0,11.0,15.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5527.194,3.0,17.0,9.0,4.0,11.0,9.0,11.0,2.0,15.0,8.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5728.38,2.0,14.0,1.0,9.0,7.0,10.0,7.0,11.0,20.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4835.34,16.0,14.0,1.0,2.0,10.0,9.0,7.0,17.0,3.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2581.224,19.0,17.0,2.0,7.0,6.0,20.0,8.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11919.72,4.0,17.0,15.0,13.0,11.0,7.0,20.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8374.14,4.0,3.0,14.0,1.0,4.0,7.0,19.0,20.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10317.24,10.0,11.0,16.0,3.0,11.0,20.0,19.0,6.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9716.22,11.0,4.0,6.0,11.0,7.0,19.0,6.0,19.0,9.0,19.0,11.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14620.68,8.0,4.0,11.0,11.0,14.0,10.0,4.0,6.0,15.0,17.0,8.0,17.0,8.0,14.0,16.0,20.0,7.0,6.0,3.0,12.0,0.0,0.0
3834.39,8.0,8.0,3.0,15.0,7.0,11.0,10.0,2.0,6.0,16.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15167.34,10.0,20.0,2.0,4.0,11.0,16.0,6.0,11.0,16.0,4.0,16.0,10.0,3.0,10.0,13.0,10.0,17.0,12.0,0.0,0.0,0.0,0.0
13942.0199999999,20.0,15.0,10.0,13.0,14.0,17.0,20.0,4.0,3.0,14.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13564.56,16.0,2.0,11.0,14.0,10.0,11.0,4.0,7.0,1.0,11.0,17.0,17.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9635.04,11.0,8.0,7.0,7.0,20.0,8.0,19.0,16.0,10.0,2.0,14.0,7.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8677.08,1.0,10.0,4.0,1.0,11.0,7.0,17.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7769.4,14.0,6.0,3.0,10.0,6.0,19.0,1.0,14.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10284.78,16.0,11.0,20.0,14.0,7.0,15.0,16.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5415.732,7.0,16.0,17.0,11.0,8.0,2.0,7.0,7.0,3.0,13.0,7.0,2.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9896.88,10.0,11.0,6.0,4.0,4.0,13.0,1.0,5.0,4.0,20.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7660.56,11.0,1.0,8.0,7.0,14.0,8.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8346.18,18.0,19.0,15.0,16.0,7.0,4.0,20.0,1.0,1.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11854.14,11.0,8.0,3.0,11.0,10.0,1.0,10.0,19.0,4.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8095.2,16.0,14.0,11.0,11.0,2.0,4.0,3.0,17.0,7.0,10.0,3.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9067.92,8.0,7.0,19.0,10.0,17.0,19.0,8.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4918.764,7.0,15.0,8.0,10.0,10.0,17.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5130.96,11.0,1.0,4.0,16.0,10.0,4.0,20.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11601.3,5.0,20.0,5.0,7.0,20.0,7.0,11.0,15.0,17.0,6.0,7.0,11.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6339.3,4.0,17.0,14.0,19.0,10.0,17.0,2.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6852.18,18.0,17.0,1.0,7.0,7.0,7.0,6.0,7.0,11.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10496.22,17.0,11.0,8.0,1.0,4.0,7.0,7.0,18.0,10.0,5.0,1.0,17.0,6.0,8.0,9.0,16.0,10.0,12.0,0.0,0.0,0.0,0.0
4286.922000000001,20.0,7.0,20.0,8.0,16.0,19.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3042.072,7.0,14.0,6.0,7.0,1.0,16.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10071.84,14.0,5.0,19.0,8.0,10.0,4.0,4.0,17.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5604.354,16.0,3.0,14.0,7.0,3.0,11.0,16.0,7.0,7.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7225.8,8.0,16.0,3.0,11.0,20.0,11.0,13.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6132.78,11.0,16.0,10.0,7.0,4.0,16.0,15.0,17.0,16.0,16.0,1.0,4.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8494.38,14.0,8.0,17.0,4.0,7.0,20.0,17.0,14.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5656.991999999998,16.0,3.0,8.0,13.0,5.0,8.0,16.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9565.74,18.0,16.0,14.0,4.0,8.0,3.0,1.0,15.0,4.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14785.08,3.0,17.0,17.0,4.0,11.0,11.0,16.0,20.0,20.0,1.0,9.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7228.5,1.0,15.0,16.0,8.0,11.0,4.0,6.0,16.0,2.0,10.0,15.0,14.0,16.0,7.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
6877.62,14.0,15.0,16.0,3.0,20.0,4.0,10.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13546.98,4.0,14.0,13.0,20.0,7.0,6.0,7.0,11.0,11.0,3.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14373.42,13.0,14.0,16.0,11.0,6.0,4.0,20.0,10.0,17.0,17.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8633.28,19.0,19.0,17.0,10.0,17.0,7.0,20.0,1.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11522.94,11.0,15.0,4.0,14.0,11.0,13.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8029.02,14.0,7.0,4.0,17.0,10.0,19.0,14.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11313.6,12.0,11.0,7.0,6.0,15.0,16.0,11.0,7.0,19.0,11.0,20.0,7.0,9.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7288.26,7.0,10.0,16.0,4.0,10.0,5.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9708.12,20.0,11.0,10.0,20.0,4.0,4.0,16.0,10.0,20.0,2.0,8.0,17.0,17.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11625.539999999899,4.0,5.0,1.0,3.0,8.0,2.0,11.0,15.0,7.0,11.0,10.0,16.0,15.0,20.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
9906.24,6.0,20.0,11.0,20.0,20.0,15.0,20.0,8.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11643.84,11.0,10.0,6.0,7.0,11.0,8.0,6.0,11.0,6.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14679.66,17.0,14.0,1.0,7.0,1.0,11.0,2.0,10.0,8.0,16.0,7.0,20.0,19.0,9.0,3.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0
8890.5,19.0,16.0,7.0,8.0,19.0,15.0,8.0,7.0,2.0,19.0,19.0,8.0,8.0,3.0,7.0,10.0,10.0,4.0,12.0,0.0,0.0,0.0
8622.06,10.0,20.0,10.0,8.0,14.0,7.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14715.539999999899,10.0,17.0,14.0,3.0,7.0,8.0,16.0,4.0,18.0,3.0,14.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13662.96,11.0,2.0,14.0,3.0,6.0,10.0,6.0,4.0,11.0,1.0,7.0,3.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11055.72,1.0,20.0,1.0,4.0,18.0,15.0,20.0,11.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7666.74,1.0,7.0,2.0,11.0,17.0,7.0,9.0,5.0,6.0,8.0,1.0,6.0,10.0,18.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
6169.02,5.0,10.0,3.0,17.0,16.0,19.0,16.0,7.0,8.0,7.0,11.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6988.38,7.0,4.0,7.0,16.0,11.0,15.0,1.0,1.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2731.818,3.0,20.0,12.0,7.0,7.0,7.0,17.0,20.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3214.1940000000004,7.0,7.0,20.0,3.0,4.0,4.0,19.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11650.02,7.0,20.0,3.0,10.0,17.0,17.0,11.0,10.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6497.28,1.0,7.0,7.0,10.0,11.0,7.0,2.0,8.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9777.72,10.0,16.0,7.0,16.0,4.0,11.0,1.0,20.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11736.66,14.0,10.0,1.0,20.0,16.0,11.0,7.0,16.0,4.0,16.0,11.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13442.76,4.0,11.0,3.0,10.0,15.0,17.0,11.0,3.0,2.0,1.0,10.0,20.0,15.0,8.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
7423.02,2.0,7.0,15.0,14.0,14.0,9.0,8.0,17.0,16.0,3.0,17.0,4.0,6.0,11.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
6394.62,7.0,16.0,7.0,10.0,16.0,16.0,4.0,16.0,10.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13819.98,11.0,11.0,7.0,20.0,1.0,14.0,11.0,4.0,17.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2813.004000000001,17.0,17.0,4.0,4.0,10.0,17.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10654.98,1.0,19.0,14.0,17.0,1.0,15.0,16.0,16.0,7.0,2.0,2.0,20.0,11.0,11.0,16.0,1.0,15.0,11.0,16.0,12.0,0.0,0.0
6623.46,14.0,3.0,5.0,11.0,14.0,5.0,3.0,9.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12776.64,7.0,4.0,16.0,10.0,7.0,8.0,10.0,19.0,4.0,17.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13237.14,6.0,11.0,11.0,14.0,3.0,14.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7310.04,8.0,10.0,20.0,8.0,11.0,15.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4297.872,10.0,8.0,9.0,11.0,2.0,4.0,8.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9870.42,11.0,13.0,14.0,20.0,17.0,16.0,15.0,8.0,3.0,15.0,17.0,8.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5920.968000000002,10.0,7.0,17.0,15.0,20.0,17.0,15.0,17.0,7.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10721.2799999999,10.0,11.0,6.0,17.0,15.0,10.0,10.0,10.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7462.44,11.0,20.0,3.0,11.0,4.0,8.0,17.0,16.0,1.0,3.0,7.0,7.0,3.0,17.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1422.348,1.0,15.0,1.0,4.0,1.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11212.38,1.0,10.0,17.0,2.0,13.0,7.0,14.0,15.0,8.0,11.0,17.0,15.0,20.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
5803.518,7.0,17.0,4.0,16.0,11.0,6.0,15.0,10.0,17.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12632.52,4.0,16.0,10.0,14.0,20.0,3.0,4.0,3.0,3.0,11.0,11.0,3.0,2.0,3.0,20.0,7.0,11.0,16.0,12.0,0.0,0.0,0.0
9608.1,10.0,20.0,1.0,1.0,11.0,15.0,17.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12282.3599999999,4.0,1.0,14.0,8.0,4.0,6.0,1.0,18.0,8.0,7.0,11.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6177.72,2.0,13.0,15.0,13.0,4.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11195.16,16.0,5.0,16.0,14.0,11.0,4.0,10.0,19.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9607.56,20.0,14.0,14.0,4.0,15.0,1.0,20.0,3.0,8.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3224.466,16.0,15.0,6.0,6.0,11.0,16.0,7.0,16.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532.07,12.0,2.0,20.0,4.0,7.0,8.0,8.0,1.0,6.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775.198,16.0,17.0,7.0,16.0,3.0,10.0,16.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5589.102,10.0,8.0,20.0,5.0,1.0,13.0,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15406.26,3.0,1.0,14.0,7.0,8.0,20.0,11.0,4.0,18.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10925.04,16.0,14.0,1.0,3.0,6.0,15.0,11.0,7.0,20.0,20.0,19.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13651.02,10.0,10.0,7.0,1.0,17.0,4.0,11.0,11.0,14.0,6.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7767.06,1.0,10.0,7.0,17.0,10.0,15.0,10.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12744.78,2.0,13.0,4.0,10.0,16.0,5.0,10.0,4.0,4.0,20.0,14.0,3.0,7.0,3.0,16.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0
3740.376,6.0,10.0,7.0,16.0,16.0,7.0,6.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3758.424,16.0,1.0,17.0,15.0,1.0,3.0,16.0,16.0,3.0,8.0,1.0,3.0,14.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7654.08,17.0,4.0,15.0,1.0,8.0,19.0,19.0,20.0,8.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8925.06,20.0,19.0,11.0,4.0,4.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11169.84,20.0,19.0,5.0,11.0,19.0,16.0,4.0,19.0,20.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6888.66,20.0,1.0,10.0,6.0,15.0,1.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8901.6,11.0,8.0,11.0,20.0,17.0,8.0,15.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10048.02,7.0,10.0,3.0,14.0,4.0,13.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10965.84,7.0,11.0,1.0,17.0,6.0,10.0,14.0,4.0,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6100.2,20.0,10.0,7.0,6.0,15.0,10.0,17.0,16.0,7.0,17.0,1.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7047.66,10.0,20.0,4.0,11.0,11.0,1.0,16.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7703.82,3.0,8.0,1.0,17.0,14.0,7.0,11.0,17.0,9.0,4.0,16.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4811.898,16.0,7.0,20.0,7.0,17.0,3.0,8.0,17.0,16.0,10.0,20.0,2.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5858.352,5.0,4.0,3.0,5.0,8.0,13.0,14.0,16.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11925.0,6.0,11.0,9.0,15.0,20.0,7.0,18.0,7.0,5.0,14.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3664.134,4.0,9.0,4.0,17.0,9.0,1.0,16.0,1.0,14.0,20.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10390.38,11.0,16.0,10.0,6.0,19.0,13.0,10.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8129.22,3.0,11.0,1.0,11.0,7.0,16.0,10.0,16.0,2.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9617.76,11.0,7.0,5.0,16.0,7.0,7.0,11.0,8.0,4.0,10.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3240.732,2.0,8.0,13.0,9.0,4.0,3.0,3.0,8.0,1.0,4.0,11.0,4.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13307.1,16.0,8.0,20.0,1.0,20.0,1.0,4.0,7.0,16.0,11.0,17.0,1.0,14.0,3.0,4.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0
7297.32,16.0,5.0,8.0,20.0,4.0,1.0,13.0,16.0,20.0,4.0,4.0,11.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3821.502,7.0,11.0,5.0,19.0,7.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12857.6999999999,4.0,4.0,10.0,4.0,20.0,7.0,18.0,14.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8036.16,18.0,20.0,4.0,4.0,14.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930.344,2.0,8.0,20.0,11.0,15.0,20.0,17.0,17.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7453.8,4.0,8.0,20.0,11.0,20.0,7.0,20.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13261.2599999999,15.0,10.0,4.0,13.0,20.0,10.0,20.0,2.0,7.0,3.0,17.0,7.0,4.0,11.0,19.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0
15481.0799999999,15.0,11.0,10.0,15.0,10.0,7.0,11.0,10.0,15.0,11.0,15.0,10.0,20.0,4.0,4.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0
11607.66,16.0,2.0,11.0,14.0,10.0,8.0,3.0,11.0,15.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
